source,target,relations,hits,score,score.1
ETHEOSTOMA,CROSSOPTERUM,PARENT-CHILD,1,8.18,8.18
ETHEOSTOMA,HISTRIO,PARENT-CHILD,1,8.18,8.18
ETHEOSTOMA,OKALOOSAE,PARENT-CHILD,1,8.18,8.18
ETHEOSTOMA,OLMSTEDI,PARENT-CHILD,1,8.18,8.18
ETHEOSTOMA,PERCA,PARENT-CHILD,1,8.11,8.11
ETHEOSTOMA,PERCIDAE,PARENT-CHILD,1,8.13,8.13
ETHEOSTOMA,WHIPPLEI,PARENT-CHILD,1,8.18,8.18
ETHEOSTORNA,SPECTABILE,CHILD-PARENT,1,10.6,10.6
ETROPLUS,MACULATUS,CHILD-PARENT,1,9.27,9.27
EUCALYPTUS,MINIATA,PARENT-CHILD,1,13.41,13.41
EUCALYPTUS,TETRADONTA,PARENT-CHILD,1,13.41,13.41
EUDIAPTOMUS,GRACILIS,PARENT-CHILD,1,13,13
EUDIAPTOMUS,TRICHOPTERA,PARENT-CHILD,1,12.68,12.68
EUPOMIS,GIBBOSUS,CHILD-PARENT,1,8.96,8.96
EXILIS,PERCINA,CHILD-PARENT,1,11.99,11.99
EXTRANEUS,GOBIIDAE,CHILD-PARENT,1,12.68,12.68
FISH,DER,CHILD-PARENT,1,10.68,10.68
FISH,ESOX,CHILD-PARENT,1,10.68,10.68
FLAVESCENS,GOBIIDAE,PARENT-CHILD,1,12.68,12.68
FLUVIATILIS,BRAMA,PARENT-CHILD,1,8.82,8.82
FLUVIATILIS,CERNUUS,PARENT-CHILD,1,9.09,9.09
FLUVIATILIS,ERYTHROPHTHALMUS,PARENT-CHILD,1,9.38,9.38
FONTINALIS,COMMERSONII,PARENT-CHILD,1,11.19,11.19
FORMICIDAE,HYMENOPTERA,PARENT-CHILD,1,12.41,12.41
FRANCIS,MAGBANUA,PARENT-CHILD,1,13.99,13.99
FUNDULIDAE,ICTALURIDAE,CHILD-PARENT,1,13.99,13.99
FUNDULUS,DIAPHANUS,PARENT-CHILD,1,9.57,9.57
FUNDULUS,LINNAEUS,PARENT-CHILD,1,7.62,7.62
FUNDULUS,MICROPTERUS,PARENT-CHILD,1,13.41,13.41
FUNDULUS,PIMEPHALES,PARENT-CHILD,1,9.38,9.38
GALAXIAS,OCCIDENTALIS,PARENT-CHILD,1,9.04,9.04
GALAXIAS,PAUCISPONDYLUS,PARENT-CHILD,1,9.09,9.09
GAMBUSIA,GEISERI,PARENT-CHILD,1,8.47,8.47
GAMBUSIA,IMPACT,PARENT-CHILD,1,8.47,8.47
GAMHUSIA,HOLBROOKI,CHILD-PARENT,1,9.3,9.3
GAMMARIDAE,FORMICIDAE,PARENT-CHILD,1,13.41,13.41
GAMMARUS,DYTISCUS,PARENT-CHILD,1,12.68,12.68
GAMMARUS,HALIPLUS,PARENT-CHILD,1,12.68,12.68
GAMMARUS,LIMNOPHILUS,PARENT-CHILD,1,12.68,12.68
GAMMARUS,MINUS,PARENT-CHILD,1,12.19,12.19
GAMUSIA,HOLBROOKI,CHILD-PARENT,1,9.3,9.3
GASTEROSTEUS,GYMNURUS,PARENT-CHILD,1,8.27,8.27
GASTEROSTEUS,PUNGITIUS,PARENT-CHILD,1,7.73,7.73
GASTROPODA,OSTRACODA,PARENT-CHILD,1,12.41,12.41
GASTROPODA,UNIONIDAE,PARENT-CHILD,1,12.68,12.68
GIBBERUM,KINDTII,PARENT-CHILD,1,11.83,11.83
GIBBERUM,LONGIMANUS,PARENT-CHILD,1,11.41,11.41
GIBBOSUS,PARVA,PARENT-CHILD,1,10,10
GIBELIO,GIBBOSUS,PARENT-CHILD,1,8.96,8.96
GILA,ATRARIA,PARENT-CHILD,1,11.41,11.41
GILA,CHUB,PARENT-CHILD,1,11.41,11.41
GILA,INTERMEDIA,PARENT-CHILD,1,11,11
GILA,TOPMINNOW,PARENT-CHILD,1,11.41,11.41
GLANIS,ERYTHROPHTHALMUS,PARENT-CHILD,1,9.79,9.79
GLYCERIA,MAXIMA,PARENT-CHILD,1,13.99,13.99
GOBIIDAE,PAGANELLUS,PARENT-CHILD,1,13,13
GOBIIDAE,PERCIDAE,PARENT-CHILD,1,12.41,12.41
GOBIO,ALBIPINNATUS,CHILD-PARENT,1,10,10
GOBIO,LEUCISCUS,CHILD-PARENT,1,10.09,10.09
GOBIOIDEI,AIENSIS,PARENT-CHILD,1,12.68,12.68
GOBIOIDEI,SANDER,PARENT-CHILD,1,11.99,11.99
GOBIOIDEI,SICYOPTERUS,PARENT-CHILD,1,12.41,12.41
GOBIOIDEI,VITREUS,PARENT-CHILD,1,11.99,11.99
GOBIOMORPHUS,BREVICEPS,PARENT-CHILD,1,10.91,10.91
GOBIUS,COTIDIANUS,CHILD-PARENT,1,11.09,11.09
GRACILIS,BLOCHII,PARENT-CHILD,1,13.41,13.41
GRACILOIDES,TRICHOPTERA,PARENT-CHILD,1,12.68,12.68
GUMMURUS,PULEX,CHILD-PARENT,1,11.3,11.3
HALIOTIS,KAMTSCHATKANA,PARENT-CHILD,1,13.41,13.41
HALIOTIS,RUBRA,PARENT-CHILD,1,13.41,13.41
HARDANGERVID,DA,CHILD-PARENT,1,13,13
HARPACTICOIDA,UNIONIDAE,CHILD-PARENT,1,13,13
HELVUM,HEMIPTERA,CHILD-PARENT,1,11.3,11.3
HEMIPTERA,ARACHNIDAE,PARENT-CHILD,1,12.68,12.68
HEMIPTERA,GAMMARIDAE,PARENT-CHILD,1,12.41,12.41
HEMIPTERA,HEMIPTERA,PARENT-CHILD,1,11,11
HEMIPTERA,ODONATA,PARENT-CHILD,1,11.41,11.41
HEPTAGENIIDAE,HYDROPSYCHIDAE,PARENT-CHILD,1,13.99,13.99
HETEROCLITUS,LINNAEUS,CHILD-PARENT,1,8.03,8.03
HOMARUS,AMERICANUS,CHILD-PARENT,1,12.68,12.68
HYBOGNATHUS,ARGRYTUS,PARENT-CHILD,1,11.19,11.19
HYBOGNATHUS,ICTIOBUS,PARENT-CHILD,1,11.19,11.19
HYBOPSIS,PIMEPHALES,PARENT-CHILD,1,11.99,11.99
HYDRACARINA,UNIONIDAE,PARENT-CHILD,1,13,13
HYDRILLA,VERTICILLATA,PARENT-CHILD,1,13.41,13.41
HYDRILLA,VERTICILLATU,PARENT-CHILD,1,13.41,13.41
HYDROCYNUS,BREVIS,PARENT-CHILD,1,11.19,11.19
HYMENOPTERA,COLEOPTERA,PARENT-CHILD,1,12.19,12.19
HYMENOPTERA,FORMICIDAE,PARENT-CHILD,1,12.41,12.41
HYMENOPTERA,HYMENOPTERA,PARENT-CHILD,1,11.83,11.83
HYMENOPTERA,ORTHOPTERA,PARENT-CHILD,1,12.68,12.68
HYPOPHTHALMICHLYS,NOBILIS,CHILD-PARENT,1,13,13
ICHTHYOMYZON,FOSSOR,PARENT-CHILD,1,13.41,13.41
ICHTHYOMYZON,GAGEI,PARENT-CHILD,1,13,13
ICTALURIDAE,SALMONIDAE,PARENT-CHILD,1,11.09,11.09
ICTALURIS,PUNCTATUS,CHILD-PARENT,1,10.35,10.35
ICTIOBUS,CYPRINELLUS,PARENT-CHILD,1,13,13
INVADER,PARVA,CHILD-PARENT,1,13.41,13.41
INVADER,PSEUDORASBORA,CHILD-PARENT,1,13.41,13.41
KINDTII,LONGIMANUS,CHILD-PARENT,1,11.41,11.41
LA.,SICCULUS,CHILD-PARENT,1,13.41,13.41
LABIDESTHES,SICCULUS,PARENT-CHILD,1,13.41,13.41
LAMPETRA,AEPYPTERA,PARENT-CHILD,1,8.76,8.76
LAMPETRA,AYRESI,PARENT-CHILD,1,8.76,8.76
LAMPETRA,CAMTSCHATICA,PARENT-CHILD,1,8.76,8.76
LAMPETRA,REISSNERI,PARENT-CHILD,1,8.65,8.65
LATEOLABRAX,JAPONICUS,CHILD-PARENT,1,10.54,10.54
LATIPINNU,MARGINATUS,CHILD-PARENT,1,12.41,12.41
LAVINIA,EXILICAUDA,PARENT-CHILD,1,13.99,13.99
LECITHASTER,GIBBOSUS,CHILD-PARENT,1,8.96,8.96
LEPIDOPTERA,LEPIDOPTERA,CHILD-PARENT,1,12.41,12.41
LEPOMIS,ETHEOSTOMA,PARENT-CHILD,1,7.76,7.76
LEPOMIS,HUMILIS,PARENT-CHILD,1,7.8,7.8
LEPOMIS,HUMILUS,PARENT-CHILD,1,7.8,7.8
LEPOMIS,MACHROCHIRUS,PARENT-CHILD,1,7.8,7.8
LEPOMIS,MICROPTERUS,PARENT-CHILD,1,13.41,13.41
LEPORINUS,ELONGATUS,PARENT-CHILD,1,11.09,11.09
LEPORINUS,YOPHORUS,PARENT-CHILD,1,11.41,11.41
LETHENTERON,ALASKENSE,PARENT-CHILD,1,11.67,11.67
LEUCISCUS,LEUSCISCUS,PARENT-CHILD,1,8.81,8.81
LIRCEUS,FONTINALIS,CHILD-PARENT,1,7.63,7.63
LONGISPINA,TRICHOPTERA,PARENT-CHILD,1,12.68,12.68
LONTRA,ESOX,PARENT-CHILD,1,11.67,11.67
LONTRA,LUCIUS,PARENT-CHILD,1,11.67,11.67
LONTRA,SANDER,PARENT-CHILD,1,11.99,11.99
LONTRA,VITREUS,PARENT-CHILD,1,11.99,11.99
LORICARIIDAE,PIMELODIDAE,PARENT-CHILD,1,13.41,13.41
LOTA,CATOSTOMUS,PARENT-CHILD,1,10.91,10.91
LUCIOBARBUS,ALBANICUS,PARENT-CHILD,1,13.99,13.99
LUCIOPERCA,LUCIUS,PARENT-CHILD,1,11.83,11.83
LUCIUS,BJOERKNA,CHILD-PARENT,1,9.35,9.35
LUCIUS,CYANELLUS,CHILD-PARENT,1,9.71,9.71
LUCIUS,NASUS,CHILD-PARENT,1,9.09,9.09
LUTJANUS,GOREENSIS,PARENT-CHILD,1,12.68,12.68
LUTRA,ALCEDO,PARENT-CHILD,1,12.19,12.19
LUTRA,ARDEA,PARENT-CHILD,1,12.19,12.19
LUTRA,ATTHIS,PARENT-CHILD,1,12.19,12.19
LUTRA,EGRETTA,PARENT-CHILD,1,12.19,12.19
LUTRA,GARZETTA,PARENT-CHILD,1,12.19,12.19
LYTECHINUS,VARIEGATUS,CHILD-PARENT,1,13.99,13.99
MACCULLOCHELLA,IKEI,PARENT-CHILD,1,10.54,10.54
MACCULLOCHELLA,PEELLII,PARENT-CHILD,1,10.54,10.54
MACQUARIA,PERCICHTHYIDAE,PARENT-CHILD,1,9.71,9.71
MACROCHIRUS,MACROCHIRUS,CHILD-PARENT,1,9.14,9.14
MACROPOMUM,CHARACIFORMES,CHILD-PARENT,1,13.41,13.41
MACULATUS,MESOPOTAMICUS,PARENT-CHILD,1,12.68,12.68
MACULATUS,NASUTUS,PARENT-CHILD,1,13,13
MAQUARIA,AMBIGUA,CHILD-PARENT,1,10.6,10.6
MARCUSENIUS,MOORII,CHILD-PARENT,1,13,13
MEGALOPTERA,DIPTERA,PARENT-CHILD,1,11.3,11.3
MEGALOPTERA,TRICHOPTERA,PARENT-CHILD,1,10.47,10.47
MEGALOTIS,ETHEOSTOMA,PARENT-CHILD,1,12.41,12.41
METRIACLIMA,ZEBRA,PARENT-CHILD,1,13,13
MICROPTERUS,ETHEOSTOMA,PARENT-CHILD,1,9.27,9.27
MICROPTERUS,PUNCTATUS,PARENT-CHILD,1,8.82,8.82
MIRABILIS,PIMEPHALES,PARENT-CHILD,1,11.99,11.99
MIRANDA,MIRZA,PARENT-CHILD,1,13.99,13.99
MOLLUSCA,BIVALVIA,PARENT-CHILD,1,13.41,13.41
MOLLUSCA,TRICHOPTERA,PARENT-CHILD,1,10.6,10.6
MORONE,MISSISSIPIENSIS,PARENT-CHILD,1,10.3,10.3
MOXOSTOMA,MACROLEPIDUM,PARENT-CHILD,1,11,11
MUGIL,LINNAEUS,PARENT-CHILD,1,7.97,7.97
MUGILIDAE,TERAPONTIDAE,PARENT-CHILD,1,13.99,13.99
MUSTELA,ESOX,PARENT-CHILD,1,11.99,11.99
MUSTELA,LUCIUS,PARENT-CHILD,1,11.99,11.99
MYERSII,SPILOPLEURA,CHILD-PARENT,1,13.41,13.41
MYOXOCEPHALUS,SCORPIUS,PARENT-CHILD,1,12.19,12.19
MYOXOCEPHALUS,THOMPSONI,PARENT-CHILD,1,12.19,12.19
MYRIOPHYLLUM,CERATOPHYLLUM,PARENT-CHILD,1,12.19,12.19
MYSIDAE,GAMMARIDAE,CHILD-PARENT,1,13.41,13.41
MYSIS,DILUVANIA,PARENT-CHILD,1,10.35,10.35
MYSIS,RELICATA,PARENT-CHILD,1,10.35,10.35
MYTILUS,TROSSULUS,PARENT-CHILD,1,13.41,13.41
NANA,ROSTRATA,PARENT-CHILD,1,9.87,9.87
NANNOPERCA,AUSTRALIS,CHILD-PARENT,1,10.91,10.91
NATALIS,PERCA,PARENT-CHILD,1,12.19,12.19
NEBULOSUS,AURATUS,PARENT-CHILD,1,9.95,9.95
NEOECHINORHYNCHUS,PUNGITIUS,CHILD-PARENT,1,9.35,9.35
NEOLAMPROLOGUS,PULCHER,PARENT-CHILD,1,13.99,13.99
NEOVISON,VISON,PARENT-CHILD,1,12.19,12.19
NILOTICUS,LINNAEUS,CHILD-PARENT,1,8.03,8.03
NOCOMIS,CAMPOSTOMA,PARENT-CHILD,1,10.91,10.91
NOCOMIS,PLATYRYNCHUS,PARENT-CHILD,1,10.91,10.91
NOCOMIS,RANEYI,PARENT-CHILD,1,10.91,10.91
NOTEMIGONUS,HYBOGNATHUS,PARENT-CHILD,1,12.68,12.68
NOTHOFAGUS,SPP,CHILD-PARENT,1,12.41,12.41
NOTOSTRACA,GASTROPODA,CHILD-PARENT,1,13.41,13.41
NOTROPIS,CAERULEUS,PARENT-CHILD,1,9.21,9.21
NOTROPIS,CORNUTUS,PARENT-CHILD,1,9.14,9.14
NOTROPIS,DORSALIS,PARENT-CHILD,1,9.21,9.21
NOTROPIS,LUTIPPINIS,PARENT-CHILD,1,9.21,9.21
NOTROPIS,PERCINA,PARENT-CHILD,1,9.06,9.06
NOTROPIS,ROSEIPINNIS,PARENT-CHILD,1,9.21,9.21
NOTROPIS,SPILOPTERUS,PARENT-CHILD,1,9.21,9.21
NOTROPIS,VOLUCELLUS,PARENT-CHILD,1,9.21,9.21
NOTURUS,MUNITUS,PARENT-CHILD,1,13.41,13.41
NOTURUS,PERCINA,PARENT-CHILD,1,11.83,11.83
NUPHAR,LUTEUM,PARENT-CHILD,1,13,13
NYMPHAEA,LOTUS,PARENT-CHILD,1,13,13
NYMPHAEA,MACULATUS,PARENT-CHILD,1,9.24,9.24
OCULATUS,OSSEUS,PARENT-CHILD,1,11.3,11.3
ODONATA,AMPHIPODA,PARENT-CHILD,1,12.68,12.68
ODONATA,DIPTERA,PARENT-CHILD,1,11.3,11.3
ODONATA,PLECOPTERA,PARENT-CHILD,1,11.3,11.3
ODONATA,TRICHOPTERA,PARENT-CHILD,1,10.47,10.47
OECOLOGIA,APPLICATA,PARENT-CHILD,1,13.99,13.99
OECONOMUS,RUTILUS,CHILD-PARENT,1,7.27,7.27
OLIGOCHAETA,CRUSTACEA,PARENT-CHILD,1,13.41,13.41
OLIGOCHAETA,EPHEMEROPTERA,PARENT-CHILD,1,11.83,11.83
OLIGOSARCUS,HEPSETUS,PARENT-CHILD,1,13.99,13.99
OLMSTEDI,PERCA,CHILD-PARENT,1,12.19,12.19
ONCHORHYNCHUS,NERKA,PARENT-CHILD,1,8.09,8.09
ONCHORHYNCHUS,NERKU,PARENT-CHILD,1,11.3,11.3
ONCHORHYNCHUS,TSCHAWYTSCHA,PARENT-CHILD,1,11.19,11.19
ONCHORHYNCHUS,TSHAWYTSCHA,PARENT-CHILD,1,8.13,8.13
ONCHORHYNRUS,KISUTCH,CHILD-PARENT,1,7.8,7.8
ONCHORYCHUS,KISUTCH,CHILD-PARENT,1,7.8,7.8
ONCORCHYNCHUS,TSHAWYTSCHA,CHILD-PARENT,1,8.27,8.27
ONCORHYCHUS,NERKA,PARENT-CHILD,1,8.22,8.22
ONCORHYNCHUS,MASOU,CHILD-PARENT,1,5.72,5.72
ONCORHYNCUS,GORBUSCHA,CHILD-PARENT,1,10.35,10.35
ONCORHYNCUS,KETA,CHILD-PARENT,1,10.41,10.41
ONCORHYNCUS,NERKA,CHILD-PARENT,1,8.11,8.11
ONCORHYNUS,KISUTCH,CHILD-PARENT,1,7.8,7.8
ONCORLIYNCHUS,NERKA,CHILD-PARENT,1,8.22,8.22
ONCORYNCHUS,KISUTCH,CHILD-PARENT,1,7.79,7.79
ONCORYNCHUS,MYKISS,CHILD-PARENT,1,7.15,7.15
OPSOPOEODUS,EMILIAE,PARENT-CHILD,1,13.41,13.41
OPSOPOEODUS,NOTEMIGONUS,PARENT-CHILD,1,13.41,13.41
ORNATA,LEPIDOPTERA,CHILD-PARENT,1,12.41,12.41
ORTHOCLADIINAE,CLADOCERA,PARENT-CHILD,1,11.99,11.99
ORTHOCLADIINAE,TANYPODINAE,PARENT-CHILD,1,13.41,13.41
ORYZIAS,SINENSIS,CHILD-PARENT,1,13.99,13.99
OSSEUS,CATCH,PARENT-CHILD,1,13.99,13.99
OSTARIOPHYSI,CHARACIFORMES,PARENT-CHILD,1,13,13
OSTARIOPHYSI,DORADIDAE,PARENT-CHILD,1,13,13
OSTEICHTHYES,CHARACIDAE,PARENT-CHILD,1,11.99,11.99
OSTEICHTHYES,CYPINIDAE,PARENT-CHILD,1,12.68,12.68
OSTEICHTHYES,DORADIDAE,PARENT-CHILD,1,12.41,12.41
OSTEICHTHYES,SILURIFORMES,PARENT-CHILD,1,12.68,12.68
OSTRACODA,AFFINIS,PARENT-CHILD,1,9.41,9.41
OSTRACODA,CHIRONOMIDAE,PARENT-CHILD,1,12.19,12.19
OSTRACODA,DIPTERA,PARENT-CHILD,1,11.41,11.41
OVIS,CANADENSIS,CHILD-PARENT,1,10.82,10.82
PANNELLA,SICYDIINAE,CHILD-PARENT,1,13.99,13.99
PARALICHTHYS,DENTATIS,PARENT-CHILD,1,13.99,13.99
PARANANOCHROMIS,LONGIROSTRIS,CHILD-PARENT,1,12.41,12.41
PARASSALMO,MYKISS,CHILD-PARENT,1,7.15,7.15
PCRCN,LINNAEUS,CHILD-PARENT,1,8.03,8.03
PEDICULUS,NANA,CHILD-PARENT,1,13,13
PERCA,JKZVESCENS,PARENT-CHILD,1,6.79,6.79
PERCICHTHYS,THRUCHA,PARENT-CHILD,1,13,13
PERCIDAE,CYPRINIDAE,PARENT-CHILD,1,10.54,10.54
PERCIDAE,FLAVESCENS,PARENT-CHILD,1,8.96,8.96
PERCIDAE,SILURIDAE,PARENT-CHILD,1,11.54,11.54
PERCIDAE,TELEOSTEI,PARENT-CHILD,1,11.19,11.19
PERCIFORMES,CICHLIDAE,PARENT-CHILD,1,11.99,11.99
PERCIFORMES,GOBIIDAE,PARENT-CHILD,1,11.83,11.83
PERCIFORMES,SPARIDAE,PARENT-CHILD,1,12.19,12.19
PERCINA,EVIDES,PARENT-CHILD,1,10.41,10.41
PERCINA,PALMARIS,PARENT-CHILD,1,10.41,10.41
PERCINA,PATHERINA,PARENT-CHILD,1,10.41,10.41
PERCINA,PERCINA,PARENT-CHILD,1,10.09,10.09
PERCINA,ROANOKA,PARENT-CHILD,1,10.41,10.41
PERCOIDES,AUSTRALIS,PARENT-CHILD,1,11.09,11.09
PERCU,FLUVIATILIS,CHILD-PARENT,1,6.84,6.84
PETENYI,LOTA,CHILD-PARENT,1,9.19,9.19
PETROMYZONTIDAE,SILURIDAE,PARENT-CHILD,1,13,13
PHALACROCORAX,CARBO,PARENT-CHILD,1,13.41,13.41
PHALACROCORAX,CARBOSINENSIS,PARENT-CHILD,1,13.41,13.41
PHALARIS,LINNAEUS,CHILD-PARENT,1,8.03,8.03
PHALAROIDES,ARUNDINACEA,CHILD-PARENT,1,13.99,13.99
PHENACOBIUS,PIMEPHALES,PARENT-CHILD,1,11.99,11.99
PHONIXUS,PHOXINUS,CHILD-PARENT,1,9.24,9.24
PHOSINUS,EOS,CHILD-PARENT,1,13.41,13.41
PHOXINUS,CYPRINIDAE,PARENT-CHILD,1,11,11
PHOXINUS,EOS,PARENT-CHILD,1,9.04,9.04
PHOXINUS,ERYTHROGASTER,PARENT-CHILD,1,8.93,8.93
PHOXOCEPHALA,PERCINA,PARENT-CHILD,1,11.99,11.99
PIMELODELLA,GRACILIS,PARENT-CHILD,1,13,13
PIMEPHALES,MINYTREMA,PARENT-CHILD,1,10,10
PLATICHTYS,FLESUS,CHILD-PARENT,1,12.41,12.41
PLATYGOBIO,GRACILIS,PARENT-CHILD,1,13,13
PLECOPTERA,PLECOPTERA,PARENT-CHILD,1,11,11
POECILIA,FORMOSA,PARENT-CHILD,1,10,10
POECILIA,POECILIIDAE,PARENT-CHILD,1,9.91,9.91
POECILIA,SULPHURARIA,PARENT-CHILD,1,10,10
POECILIDAE,HOLBROOKI,CHILD-PARENT,1,9.3,9.3
POECILIIDAE,PERCIDAE,PARENT-CHILD,1,12.19,12.19
POECILIIDAE,SALMONIDAE,PARENT-CHILD,1,10.91,10.91
POECILIIDAE,TELEOSTEI,PARENT-CHILD,1,11.83,11.83
POECILIOPSIS,OCCIDENTALIS,PARENT-CHILD,1,13,13
POLYPHEMUS,PEDICULUS,PARENT-CHILD,1,13.41,13.41
POMACENTRUS,PARTITUS,CHILD-PARENT,1,13.41,13.41
POMATOSCHISTUS,INUTES,PARENT-CHILD,1,11.99,11.99
POMOXIS,NIGRORNUCULATUS,PARENT-CHILD,1,10.54,10.54
POPULUS,ALBA,PARENT-CHILD,1,13.41,13.41
POPULUS,PLATANUS,PARENT-CHILD,1,13.41,13.41
PORNOXIS,ANNULARIS,CHILD-PARENT,1,11.19,11.19
PORNOXIS,NIGROMACULATUS,CHILD-PARENT,1,11.09,11.09
POTAMORHINA,ALTAMAZONICA,PARENT-CHILD,1,13.99,13.99
PROCAMBARUS,CLARCII,PARENT-CHILD,1,11.54,11.54
PROMELAS,OSTEICHTHYES,PARENT-CHILD,1,13.99,13.99
PROPOSIUM,WILLIAMSONI,CHILD-PARENT,1,11.41,11.41
PROSOPIUM,CYLINDRACEUM,PARENT-CHILD,1,11.41,11.41
PROTERORCHINUS,MARMORATUS,CHILD-PARENT,1,9.5,9.5
PROTERORHINUS,MELANOSTOMUS,PARENT-CHILD,1,8.65,8.65
PROTOGOBIUS,ATTITI,PARENT-CHILD,1,13.99,13.99
PSEUDOTOLITHUS,ELONGATUS,CHILD-PARENT,1,12.68,12.68
PSEUDOTROPHEUS,MAYLANDIA,PARENT-CHILD,1,13,13
PTYCHOCHEILUS,OREGONENSIS,PARENT-CHILD,1,11.67,11.67
PUNCTULATUS,ETHEOSTOMA,PARENT-CHILD,1,12.41,12.41
PUNGITIUS,SALMO,PARENT-CHILD,1,12.41,12.41
PUNGITUS,PUNGITIUS,CHILD-PARENT,1,9.35,9.35
PYLODICTIS,OLI,PARENT-CHILD,1,11.54,11.54
QUERCUS,ILEX,PARENT-CHILD,1,13.41,13.41
QUERCUS,POPULUS,PARENT-CHILD,1,13.41,13.41
RANA,PIRICA,PARENT-CHILD,1,13.41,13.41
RANA,SYLVATICA,PARENT-CHILD,1,13,13
RETICULATA,POECILIIDAE,PARENT-CHILD,1,13,13
RHAMDIA,QUELEN,PARENT-CHILD,1,13.99,13.99
RHINICHTHYES,OSCULUS,CHILD-PARENT,1,11.67,11.67
RHINICHTHYS,COBITIS,PARENT-CHILD,1,10.24,10.24
RICHARDSONIUS,EGREGIUS,PARENT-CHILD,1,11.19,11.19
RIVER,SALIX,CHILD-PARENT,1,10.75,10.75
ROEBOIDES,AFFINIS,PARENT-CHILD,1,9.44,9.44
ROEBOIDES,MYERSII,PARENT-CHILD,1,13,13
ROMANOGOBIO,ALBIPINNATUS,CHILD-PARENT,1,13.41,13.41
ROTIFERA,CLADOCERA,PARENT-CHILD,1,11.99,11.99
ROTIFERA,PROTOZOA,PARENT-CHILD,1,13.41,13.41
RUTILU,RUTILUS,PARENT-CHILD,1,7.27,7.27
RUTILUS,ALBURNUS,PARENT-CHILD,1,9.57,9.57
RUTILUS,BJOERKNA,PARENT-CHILD,1,9.75,9.75
RUTILUS,CEPHALUS,PARENT-CHILD,1,8.81,8.81
RUTILUS,LUCIUS,PARENT-CHILD,1,7.4,7.4
RUTILUS,PANOSI,PARENT-CHILD,1,7.32,7.32
RUTILUS,PERCA,PARENT-CHILD,1,12.68,12.68
RUTILUS,RUBILIO,PARENT-CHILD,1,7.32,7.32
RUTILUS,RURILUS,PARENT-CHILD,1,7.32,7.32
RUTILUS,SERICEUS,PARENT-CHILD,1,9.83,9.83
RUTILUS,TINCA,PARENT-CHILD,1,9.53,9.53
SAGITTARIA,LATIFOLIA,PARENT-CHILD,1,13.41,13.41
SALIX,ALNUS,PARENT-CHILD,1,13.99,13.99
SALMO,CLARKI,CHILD-PARENT,1,4.49,4.49
SALMO,GAIRDNERII,CHILD-PARENT,1,4.5,4.5
SALMONIDAE,ARTEDI,PARENT-CHILD,1,10.24,10.24
SALMONIDAE,CENTRARCHIDAE,PARENT-CHILD,1,10.75,10.75
SALMONIDAE,HOYI,PARENT-CHILD,1,10.35,10.35
SALMONIDAE,SALVELINUS,PARENT-CHILD,1,10.82,10.82
SALMONIDAE,SILURIDAE,PARENT-CHILD,1,10.82,10.82
SALVELINUS,CARPIODES,CHILD-PARENT,1,13,13
SALVELINUS,CYPRINUS,CHILD-PARENT,1,13,13
SANDER,CANADENSE,PARENT-CHILD,1,8.87,8.87
SCELOPORUS,UNDULATUS,PARENT-CHILD,1,13.99,13.99
SCIAENIDAE,GRUNNIENS,PARENT-CHILD,1,11.83,11.83
SEBASTES,FLAVIDUS,PARENT-CHILD,1,13.99,13.99
SEMILUNARIS,MELANOSTOMUS,PARENT-CHILD,1,8.85,8.85
SERICEUS,CEPHALUS,CHILD-PARENT,1,9,9
SERRASALMUS,ALTISPINIS,PARENT-CHILD,1,13.41,13.41
SERRASALMUS,SPILOPLEURA,PARENT-CHILD,1,13,13
SFIZOSTEDION,LUCIOPERCA,CHILD-PARENT,1,8.76,8.76
SHUMARDI,AFFINIS,PARENT-CHILD,1,9.48,9.48
SICYDIINAE,2011A,PARENT-CHILD,1,11.83,11.83
SICYDIINAE,2011B,PARENT-CHILD,1,11.83,11.83
SICYDIINAE,ET,PARENT-CHILD,1,11.83,11.83
SICYDIINAE,GENUS,PARENT-CHILD,1,11.67,11.67
SICYDIINAE,LAGOCEPHALUS,PARENT-CHILD,1,9.12,9.12
SICYDIINAE,LORD,PARENT-CHILD,1,11.83,11.83
SICYDIINAE,SICYOPTERUS,PARENT-CHILD,1,13.41,13.41
SICYDIINAE,SPECIE,PARENT-CHILD,1,11.41,11.41
SICYDIUM,PLUMIERI,PARENT-CHILD,1,10.3,10.3
SICYOPTERUS,EXTRANEUS,PARENT-CHILD,1,8.54,8.54
SILURIFORMES,AGENEIOSUS,PARENT-CHILD,1,12.68,12.68
SILURIFORMES,HEMISORUBIM,PARENT-CHILD,1,12.68,12.68
SILURIFORMES,MAGOI,PARENT-CHILD,1,12.68,12.68
SILURIFORMES,PIMELODIDAE,PARENT-CHILD,1,12.68,12.68
SILURIFORMES,PLATYRHYNCHOS,PARENT-CHILD,1,12.68,12.68
SILURUS,LINNAEUS,PARENT-CHILD,1,7.81,7.81
SILURUS,LITHOPHILUS,PARENT-CHILD,1,10.47,10.47
SILURUS,MERIDIONALIS,PARENT-CHILD,1,10.47,10.47
SIMULIIDAE,DIPTERA,PARENT-CHILD,1,11.54,11.54
SIMULIIDAE,EPHEMEROPTERA,PARENT-CHILD,1,11.83,11.83
SOREX,HOYI,CHILD-PARENT,1,11.41,11.41
SOREX,RUTILUS,CHILD-PARENT,1,12.19,12.19
SOREX,SYLVATICA,CHILD-PARENT,1,13,13
