parent,child,hits,score,score
,,sum,mean,median
SPECIES,APHANIUS_IBERUS,1.0,9.83,9.83
SPECIES,BOSMINA_SPP,1.0,9.75,9.75
SPECIES,CATOSTOMUS_DISCOBOLUS,1.0,9.79,9.79
SPECIES,CHANNA_ARGUS,1.0,10.41,10.41
SPECIES,CLUPEA_HARENGUS_MEMBRAS,1.0,10.41,10.41
SPECIES,CORBICULA_FLUMINEA,2.0,10.79,10.79
SPECIES,COREGONUS_PUSILLUS,1.0,9.83,9.83
SPECIES,DAPHNIA,1.0,9.75,9.75
SPECIES,ETHEOSTOMA_SPECTABILE,1.0,9.83,9.83
SPECIES,GAMBUSIA_HOLBROOKI,1.0,10.47,10.47
SPECIES,HYPSELEOTRIS_SWINHONIS,1.0,10.41,10.41
SPECIES,LEPOMIS_GIBBOSUS,1.0,10.54,10.54
SPECIES,MUGIL_CEPHALUS,1.0,9.83,9.83
SPECIES,ONCORHYNCHUS_MYKISS,1.0,8.89,8.89
SPECIES,PROCAMBARUS_CLARKII,1.0,9.83,9.83
SPECIES,RETROPINNA_SEMONI,1.0,9.83,9.83
SPECIES,RUTILUS_RUTILUS,1.0,10.0,10.0
SPECIES,SALMO_TRUTTA,3.0,10.67,10.67
SPECIES,SALVELINUS_PROFUNDUS,1.0,9.83,9.83
SPECIES,SICYOPTERUS_LAGOCEPHALUS,1.0,9.71,9.71
SPECIES,SICYOPUS_ZOSTEROPHORUM,1.0,9.83,9.83
SPECIES,SISYMBRIUM_AUSTRIACUM,1.0,9.83,9.83
SPECIES,THYMALLUS_ARCTICUS,1.0,9.83,9.83
SPECIES,TRICHOMYCTERUS_AREOLATUS,1.0,9.83,9.83
SQUALIUS,BARBUS,1.0,13.41,13.41
SQUALIUS,SPECIE,1.0,4.43,4.43
SQUALIUS_CEPHALUS,RUTILUS_RUTILUS,1.0,8.93,8.93
SQUALIUS_CEPHALUS,TINCA_TINCA,1.0,11.83,11.83
STIPHODON,SPECIE,1.0,4.43,4.43
STIZOSTEDION_LUCIOPERCA,ESOX_LUCIUS,1.0,12.19,12.19
STIZOSTEDION_VITREUM,LARVA,2.0,7.31,7.31
STREAM,CAMPOSTOMA_ANOMALUM,3.0,13.0,13.0
STUCKENIA,RANUNCULUS,1.0,13.99,13.99
STUDY,CHONDROSTOMA_DURIENSE,1.0,11.3,11.3
SUB,CATONOTUS,1.0,13.0,13.0
SYNGNATHIDAE,UMBRIDAE,1.0,12.19,12.19
SYNODONTIS,TILAPIA_RENDALLI,1.0,13.41,13.41
TABANIDAE,BLEPHAROCERIDAE,1.0,13.99,13.99
TALLAPOOSA,COTTUS_CAROLINAE,1.0,13.0,13.0
TELEOSTEI,AKIHITO_FUTUNA,1.0,12.19,12.19
TELEOSTEI,ANGUILLIDAE,1.0,11.09,11.09
TELEOSTEI,CHARACIDAE,1.0,10.82,10.82
TELEOSTEI,CHRENUCHIDAE,1.0,11.09,11.09
TELEOSTEI,CICHLIDAE,1.0,10.91,10.91
TELEOSTEI,COBITIDAE,1.0,11.09,11.09
TELEOSTEI,COTTIDAE,1.0,11.09,11.09
TELEOSTEI,CYPRINIDAE,5.0,12.62,12.62
TELEOSTEI,FISH,1.0,11.83,11.83
TELEOSTEI,GOBIIDAE,1.0,10.82,10.82
TELEOSTEI,OSTEOGLOSSIDAE,2.0,11.83,11.83
TELEOSTEI,PREDATOR-PREY,1.0,11.99,11.99
TELEOSTEI,SPECIE,1.0,9.27,9.27
TELEOSTEI,SPECIES,2.0,11.35,11.35
TELESTES,THYMALLUS_THYMALLUS,1.0,12.68,12.68
TELESTES,TINCA_TINCA,1.0,11.83,11.83
TELESTES_SOUFFIA,TINCA_TINCA,1.0,11.99,11.99
TETRIX_ORNATA,LEPIDOPTERA,1.0,12.68,12.68
THUJA_OCCIDENTALIS,LARIX_LARICINA,1.0,13.99,13.99
THYMALLUS_THYMALLUS,LINNAEUS,1.0,8.64,8.64
THYMALLUS_THYMALLUS,SALMONIDAE,2.0,11.75,11.75
THYMALLUS_THYMALLUS,TINCA_TINCA,2.0,12.41,12.41
THYSANOPTERA,COLEOPTERA,1.0,13.0,13.0
TILAPIA_THOLLONI,ALESTES_SCHOUTEDENI,1.0,13.99,13.99
TINCA_TINCA,ESOX_LUCIUS,1.0,11.67,11.67
TINCA_TINCA,MICROPTERUS_SALMOIDES,1.0,12.19,12.19
TINCA_TINCA,PHOXINUS_PHOXINUS,1.0,10.35,10.35
TINCA_TINCA,SILURUS_GLANIS,1.0,11.99,11.99
TRICHOMYCTERUS,COTTUS_BAIRDI,1.0,13.0,13.0
TRICHOMYCTERUS,SPECIES,1.0,7.4,7.4
TRICHOMYCTERUS_CALIENSE,ASTROBLEPUS_CYCLOPUS,1.0,13.99,13.99
TRICHOPTERA,CHIRONOMIDAE,1.0,10.09,10.09
TRICHOPTERA,DIPTERA,2.0,10.79,10.79
TRICHOPTERA,EPHEMEROPTERA,1.0,9.91,9.91
TRICHOPTERA,INVERTEBRATE,1.0,9.48,9.48
TRICHOPTERA,LARVA,12.0,9.81,9.81
TRICHOPTERA,LEPIDOPTERA,1.0,10.09,10.09
TRICHOPTERA,MEGALOPTERA,1.0,10.19,10.19
TRICHOPTERA,MOLLUSCA,1.0,10.14,10.14
TRICHOPTERA,ODONATA,2.0,10.91,10.91
TRICHOPTERA,SPECIE,1.0,4.41,4.41
TRICHOPTERA,TRICHOPTERA,3.0,11.06,11.06
TROPOCYCLOPS,MESOCYCLOPS,1.0,13.99,13.99
TROUT,CARPIODES_CYPRINUS,1.0,10.19,10.19
TROUT,COTTUS_SPP,1.0,5.99,5.99
TROUT,LONTRA_CANADENSIS,1.0,10.35,10.35
TROUT,ONCHORHYNCHUS_CLARKI,1.0,5.99,5.99
TROUT,ONCHORHYNCHUS_MYKISS,1.0,5.99,5.99
TROUT,ONCORHYNCHUS,2.0,6.97,6.97
TROUT,ONCORHYNCHUS_CLARKII,1.0,5.99,5.99
TROUT,ONCORHYNCHUS_CLARKII_CLARKII,1.0,5.99,5.99
TROUT,ONCORHYNCHUS_CLARKI_LEWISI,3.0,7.56,7.56
TROUT,ONCORHYNCHUS_MYKISS,31.0,10.85,10.85
TROUT,ONCORHYNCUS_MYKISS,1.0,5.99,5.99
TROUT,SALMO,1.0,5.96,5.96
TROUT,SALMO_CLARKI_LEWISI,1.0,5.99,5.99
TROUT,SALMO_GAIRDNERI,9.0,9.13,9.13
TROUT,SALMO_GAIRDNERII,1.0,5.99,5.99
TROUT,SALMO_SALAR,1.0,10.09,10.09
TROUT,SALMO_TRUTTA,196.0,11.475,11.475
TROUT,SALMO_TRUTTA_MARMORATUS,2.0,6.98,6.98
TROUT,SALVELINUS_CONFLUENTUS,19.0,10.58,10.58
TROUT,SALVELINUS_FONTINALIS,40.0,10.73,10.73
TROUT,SALVELINUS_NAMAYCUSH,13.0,9.65,9.65
TROUT,SULMO_GUIRDNERI,1.0,5.99,5.99
TRYCHOMICTERIDAE,SPECIE,1.0,4.43,4.43
TYPHA,PHRAGMITES,1.0,13.99,13.99
VALLISNERIA,BLUEGILL,2.0,10.91,10.91
VALLISNERIA,LEPOMIS,1.0,12.68,12.68
VALLI_DI,EEL,1.0,9.64,9.64
VASTUS,SHOAL,1.0,11.99,11.99
VICTORIA,BAY,1.0,12.41,12.41
VICTORIA,FISH,1.0,6.71,6.71
VICTORIA,ISLAND,1.0,13.0,13.0
VICTORIA,NYANZA,1.0,12.68,12.68
VICTORIA,PERCH,2.0,9.5,9.5
VICTORIA,PUNDAMILIA_NYEREREI,1.0,12.68,12.68
VICTORIA_HAPLOCHROMINE,FISH,1.0,6.73,6.73
VULPES_VULPES,ARDEA,1.0,12.68,12.68
VULPES_VULPES,CICONIA_CICONIA,1.0,12.68,12.68
VULPES_VULPES,MILVUS_NIGRANS,1.0,12.68,12.68
XENOCHARAX_SPILURUS,BRYCINUS_LONGIPINNIS,1.0,13.99,13.99
ZANNICHELLIA,CALLITRICHE,1.0,13.99,13.99
ZOOLOGIA,BRASILIA,1.0,13.41,13.41
ZOOPLANKTON,BYTHOTREPHES,1.0,12.41,12.41
ZOOPLANKTON,CHAOBORUS,5.0,11.66,11.66
ZOOPLANKTON,DAPHNIA,1.0,12.68,12.68
ZOOPLANKTON,DAPHNIA_GALEATA,2.0,10.85,10.85
ZOOPLANKTON,MYSIDACEA,1.0,9.02,9.02
