name,TAXRANK,is_a
 Thililua longicollis,6.0, Thililua
 Thililua,5.0, Polycotylidae
 Cardabiodon ricki,6.0, Cardabiodon
 Cardabiodon,5.0, Cardabiodontidae
 Europolemur kelleri,6.0, Europolemur
 Mecorhinus primus,6.0, Mecorhinus
 Euceratherium,5.0, Bovidae
 Mecorhinus,5.0, Megalonychidae
 Metasqualodon harwoodi,6.0, Metasqualodon
 Metopotherium,5.0, Metopotherini
 Gallogoral,5.0, Bovidae
 Inioidea,18.0, Delphinida
 Metopotherini,24.0, Megalonychidae
 Eosyncerus,5.0, Bovidae
 Patriocetus kazakhstanicus,6.0, Patriocetus
 Pelecyodon cristatus,6.0, Pelecyodon
 Lipotoidea,18.0, Delphinida
 Metopotherium splendens,6.0, Metopotherium
 Delphinida,13.0, Odontoceti
 Gangicobus,5.0, Bovidae
 Damalops,5.0, Bovidae
 Deperetia,5.0, Bovidae
 Dorcadoryx,5.0, Bovidae
 Psittacosaurus sinensis,6.0, Psittacosaurus
 Dorcadoxa,5.0, Bovidae
 Eotragus,5.0, Bovidae
 Chaoyangosauridae,4.0, Ceratopsia
 Barracudasaurus maotaiensis,6.0, Barracudasaurus
 Barracudasaurus,5.0, Mixosauridae
 Psittacosaurus meileyingensis,6.0, Psittacosaurus
 Psittacosaurus xinjiangensis,6.0, Psittacosaurus
 Albanerpeton pannonicus,6.0, Albanerpeton
 Pelecyodon petraeus,6.0, Pelecyodon
 Pelecyodon arcuatus,6.0, Pelecyodon
 Pelecyodon robustus,6.0, Pelecyodon
 Schismotherium fractum,6.0, Schismotherium
 Hesperidoceras,5.0, Bovidae
 Morawanocetus yabukii,6.0, Morawanocetus
 Zamicrus admirabilis,6.0, Zamicrus
 Morawanocetinae,24.0, Aetiocetidae
 Barameda mitchelli,6.0, Barameda
 Zamicrus,5.0, Metopotherini
 Aetiocetus tomitai,6.0, Aetiocetus
 Pelecyodon maximus,6.0, Pelecyodon
 Aetiocetus weltoni,6.0, Aetiocetus
 Indoredunca,5.0, Bovidae
 Aetiocetus polydentatus,6.0, Aetiocetus
 Xenodelphis doelloi,6.0, Xenodelphis
 Adiastemus,5.0, Metopotherini
 Hypsodontus,5.0, Bovidae
 Minusculodelphis minimus,6.0, Minusculodelphis
 Uranokyrtus bombifrons,6.0, Uranokyrtus
 Hydaspicobus,5.0, Bovidae
 Uranokyrtus,5.0, Metopotherini
 Helicotragus,5.0, Bovidae
 Ashorocetus eguchii,6.0, Ashorocetus
 Hemibos,5.0, Bovidae
 Ashorocetus,5.0, Aetiocetidae
 Gobiocerus,5.0, Bovidae
 Helicoportax,5.0, Bovidae
 Morawanocetus,5.0, Aetiocetidae
 Hemistrepsiceros,5.0, Bovidae
 Escribania talonicuspis,6.0, Escribania
 Eugeronops,5.0, Megalonychidae
 Hyaena hyaena dubbah,23.0, Hyaena hyaena
 Eugeronops circularis,6.0, Eugeronops
 Panameriungulata,3.0, Placentalia
 Hyperleptus garzonianus,6.0, Hyperleptus
 Propalaeotherium isselanum,6.0, Propalaeotherium
 Escribania chubutensis,6.0, Escribania
 Hyperleptus sectus,6.0, Hyperleptus
 Amphihapalops,5.0, Megalonychidae
 Hyaena hyaena hyaena,23.0, Hyaena hyaena
 Amphihapalops congermanus,6.0, Amphihapalops
 Amphihapalops gallaicus,6.0, Amphihapalops
 Amphihapalops cadens,6.0, Amphihapalops
 Neufferia,5.0, Dichobunidae
 Chunerpeton tianyiensis,6.0, Chunerpeton
 Requisia,5.0, Notonychopidae
 Cryptobranchoidea,, Urodela
 Raulvaccia,5.0, Didolodontidae
 Paraplagiolophus codiciensis,6.0, Paraplagiolophus
 Raulvaccia peligrensis,6.0, Raulvaccia
 Notonychopidae,4.0, Litopterna
 Requisia vidmari,6.0, Requisia
 Pseudovomer,5.0, Perciformes
 Pseudoumbrina,5.0, Perciformes
 Propalaeomeryx,5.0, Giraffidae
 Prolibytherium,5.0, Palaeomerycidae
 Sivatherium,5.0, Sivatheriinae
 Samotherium,5.0, Palaeotraginae
 Psenicubiceps,5.0, Perciformes
 Macedonitherium,5.0, Giraffidae
 Libytherium,5.0, Giraffidae
 Balaenoptera cephalus,6.0, Balaenoptera
 Pseudohistiophorus,5.0, Perciformes
 Progiraffa,5.0, Giraffidae
 Psettopsis,5.0, Perciformes
 Palaeotragus,5.0, Palaeotraginae
 Pseudhapalops altiramis,6.0, Pseudhapalops
 Cetotherium parvum,6.0, Cetotherium
 Pseudoscarus,5.0, Perciformes
 Pseudhapalops rutimeyeri,6.0, Pseudhapalops
 Pseudosphaerodon,5.0, Perciformes
 Injanatherium,5.0, Canthumerycidae
 Pseudoseriola,5.0, Perciformes
 Pseudhapalops grandis,6.0, Pseudhapalops
 Indratherium,5.0, Sivatheriinae
 Eucholoeops curtus,6.0, Eucholoeops
 Hyaena hyaena syriaca,23.0, Hyaena hyaena
 Eucholoeops externus,6.0, Eucholoeops
 Eucholoeops fronto,6.0, Eucholoeops
 Eucholoeops latirostris,6.0, Eucholoeops
 Hyperleptus litoralis,6.0, Hyperleptus
 Eucholoeops ingens,6.0, Eucholoeops
 Protautoga,5.0, Perciformes
 Protanthias,5.0, Perciformes
 Proserranus,5.0, Perciformes
 Pleuracanthus decheni,6.0, Pleuracanthus
 Bovoidea,18.0, Ruminantia
 Pliocervus,5.0, Cervoidea
 Heteroprox,5.0, Cervoidea
 Heterocemas,5.0, Cervoidea
 Euprox,5.0, Muntiacini
 Priscacara,5.0, Cichlidae
 Canthumeryx,5.0, Canthumerycidae
 Amphiprox,5.0, Cervoidea
 Propercarina,5.0, Perciformes
 Proluvarus,5.0, Perciformes
 Hyaena hyaena barbara,23.0, Hyaena hyaena
 Vishnutherium,5.0, Giraffidae
 Hyperleptus schissognathus,6.0, Hyperleptus
 Prolates,5.0, Serranidae
 Triceromeryx,5.0, Palaeomerycinae
 Andinodus,5.0, Kollpaniinae
 Caroloameghinia,5.0, Polydolopimorphia
 Tiuclaenus,5.0, Kollpaniinae
 Pucanodus,5.0, Kollpaniinae
 Hapalops adteger,6.0, Hapalops
 Pleuraspidotheriinae,24.0, Hyopsodontidae
 Hapalops longipalatus,6.0, Hapalops
 Hyaena hyaena sultana,23.0, Hyaena hyaena
 Kollpaniinae,24.0, Hyopsodontidae
 Hapalops subquadratus,6.0, Hapalops
 Hapalops testudinatus,6.0, Hapalops
 Monshyus,5.0, Louisinidae
 Hapalops depressipalatus,6.0, Hapalops
 Merycodus,5.0, Antilocapridae
 Merriamoceros,5.0, Antilocapridae
 Ilingoceros,5.0, Antilocapridae
 Hapalops diversidens,6.0, Hapalops
 Hapalops angustipalatus,6.0, Hapalops
 Antepithecus brachystephanus,6.0, Antepithecus
 Scombrinus,5.0, Scombridae
 Hapalops macrognathus,6.0, Hapalops
 Ceratomeryx,5.0, Antilocaprinae
 Notopithecus adapinus,6.0, Notopithecus
 Scombramphodon,5.0, Perciformes
 Capromeryx,5.0, Antilocaprinae
 Hayoceros,5.0, Antilocapridae
 Hapalops gracilidens,6.0, Hapalops
 Cosoryx,5.0, Antilocapridae
 Hexobelomeryx,5.0, Antilocaprinae
 Sciaenurus,5.0, Sparidae
 Hexameryx,5.0, Antilocapridae
 Amarorhynchus,5.0, Ortotheridae
 Peligrotherium tropicalis,6.0, Peligrotherium
 Amarorhynchus latus,6.0, Amarorhynchus
 Ammorhynchus navajoi,6.0, Ammorhynchus
 Ammorhynchus,5.0, Rhynchosauria
 Parhapalops pygmaeus,6.0, Parhapalops
 Tetrameryx,5.0, Antilocaprinae
 Pseudhapalops longitudinalis,6.0, Pseudhapalops
 Texoceros,5.0, Antilocapridae
 Eulemur fulvus fulvus,23.0, Eulemur fulvus
 Pseudhapalops observationis,6.0, Pseudhapalops
 Pseudhapalops forticulus,6.0, Pseudhapalops
 Simoclaenus,5.0, Kollpaniinae
 Escribania,5.0, Didolodontidae
 Mioclaeninae,24.0, Hyopsodontidae
 Submeryceros,5.0, Antilocapridae
 Sargus,5.0, Perciformes
 Plioceros,5.0, Antilocapridae
 Parhapalops rectangularis,6.0, Parhapalops
 Paracosoryx,5.0, Antilocapridae
 Parhapalops,5.0, Ortotheridae
 Ottoceros,5.0, Antilocaprinae
 Eulemur collaris,6.0, Eulemur
 Hapalops crassidens,6.0, Hapalops
 Rhythmias,5.0, Perciformes
 Osbornoceros,5.0, Antilocaprinae
 Hapalops brachycephalus,6.0, Hapalops
 Rhenanoperca,5.0, Perciformes
 Stockoceros,5.0, Antilocapridae
 Rhamphognathus,5.0, Scombridae
 Eulemur albocollaris,6.0, Eulemur
 Sphenophalos,5.0, Antilocaprinae
 Ramoceros,5.0, Antilocapridae
 Proantilocapra,5.0, Antilocaprinae
 Ziphiinae,24.0, Ziphiidae
 Squaloziphiinae,24.0, Ziphiidae
 Parahongshanornis,5.0, Hongshanornithidae
 Hoplocetinae,24.0, Physeteridae
 Monodontinae,24.0, Monodontidae
 Scaphokogiinae,24.0, Kogiidae
 Hyperoodontinae,24.0, Ziphiidae
 Coryphodontoidea,18.0, Pantodonta
 Petrodus patelliformis,6.0, Petrodus
 Pantolambdoidea,18.0, Pantodonta
 Pachyvaranus crassispondylus,6.0, Pachyvaranus
 Petalodus ohioensis,6.0, Petalodus
 Enaliornis sedgwicki,6.0, Enaliornis
 Parahongshanornis chaoyangensis,6.0, Parahongshanornis
 Gamerabaena sonsalla,6.0, Gamerabaena
 Dorsetisaurus hebetidens,6.0, Dorsetisaurus
 Dianchungosaurus lufengensis,6.0, Dianchungosaurus
 Gamerabaena,5.0, Baenidae
 Chuandongocoelurus,5.0, Tetanurae
 Durotrigia triconidens,6.0, Durotrigia
 Chuandongocoelurus primitivus,6.0, Chuandongocoelurus
 Dorsetisaurus purbeckensis,6.0, Dorsetisaurus
 Callobatrachus sanyanensis,6.0, Callobatrachus
 Saurillus robustidens,6.0, Saurillus
 Pachyvaranidae,, Varanoidea
 Australophocaena,5.0, Phocoenidae
 Australophocaena dioptrica,6.0, Australophocaena
 Patagopterygidae,4.0, Patagopterygiformes
 Patagopterygiformes,3.0, Palaeognathae
 Plesiocetus minor,6.0, Plesiocetus
 Noguerornis,5.0, Enantiornithes
 Noguerornis gonzalezi,6.0, Noguerornis
 Haplolambda planicanina,6.0, Haplolambda
 Titanoides majus,6.0, Titanoides
 Jaxartosaurus aralensis,6.0, Jaxartosaurus
 Euposaurus thiollierei,6.0, Euposaurus
 Pontoporiinae,24.0, Pontoporiidae
 Odobenocetopsidae,4.0, Delphinoidea
 Bavarisaurus macrodactylus,6.0, Bavarisaurus
 Palaeolacerta bavarica,6.0, Palaeolacerta
 Ardeosaurus brevipes,6.0, Ardeosaurus
 Anomoeodus splendidus,6.0, Anomoeodus
 Belonostomus aciculiferus,6.0, Belonostomus
 Sailestes,5.0, Asioryctitheria
 Sailestes quadrans,6.0, Sailestes
 Stenoninae,24.0, Delphinidae
 Cretalbula,5.0, Albulidae
 Globicephalinae,24.0, Delphinidae
 Orcininae,24.0, Delphinidae
 Lophocetinae,24.0, Kentriodontidae
 Kentriodontinae,24.0, Kentriodontidae
 Delphininae,24.0, Delphinidae
 Tursiops tursio erebennus,23.0, Delphinus truncatus
 Phocoeninae,24.0, Phocoenidae
 Liaoningornithidae,4.0, Liaoningornithiformes
 Cyclotosaurus intermedius,6.0, Cyclotosaurus
 Liaoningornis longidigitris,6.0, Liaoningornis
 Jainosaurus,5.0, Titanosauria
 Cretalbula hammada,6.0, Cretalbula
 Albula lapidosa,6.0, Albula
 Sulestinae,24.0, Deltatheridiidae
 Rana basaltica,6.0, Rana
 Shunosaurinae,24.0, Cetiosauridae
 Tursiops tursio metis,23.0, Delphinus truncatus
 Deltodus sublaevis,6.0, Deltodus
 Phocoenoidinae,24.0, Phocoenidae
 Jainosaurus septentrionalis,6.0, Jainosaurus
 Deltodus angularis,6.0, Deltodus
 Delphinapterinae,24.0, Monodontidae
 Sandalodus carbonarius,6.0, Sandalodus
 Venustodus leidyi,6.0, Venustodus
 Venustodus argutus,6.0, Venustodus
 Tapuiasaurus,5.0, Nemegtosauridae
 Alioramus altai,6.0, Alioramus
 Megaloolithus phensaniensis,6.0, Megaloolithus
 Teratophoneus curriei,6.0, Teratophoneus
 Teratophoneus,5.0, Tyrannosaurinae
 Tapuiasaurus macedoi,6.0, Tapuiasaurus
 Tyrannotitan chubutensis,6.0, Tyrannotitan
 Libralces,5.0, Cervidae
 Tyrannotitan,5.0, Carcharodontosaurinae
 Mapusaurus roseae,6.0, Mapusaurus
 Metacervulus,5.0, Cervidae
 Mapusaurus,5.0, Carcharodontosaurinae
 Enoplosauria,, Ornithischia
 Navahoceros,5.0, Odocoileini
 Megaloolithus rahioliensis,6.0, Megaloolithus
 Moeritherium chehbeurameuri,6.0, Moeritherium
 Megaloolithus mohabeyi,6.0, Megaloolithus
 Platanistinae,24.0, Platanistidae
 Paracervulus,5.0, Cervidae
 Mutica,20.0, Eutheria
 Praemegaceros,5.0, Cervidae
 Procapreolus,5.0, Cervidae
 Silesaurus,5.0, Silesauridae
 Silesaurus opolensis,6.0, Silesaurus
 Megaloolithus cylindricus,6.0, Megaloolithus
 Thalassictis robusta,6.0, Thalassictis
 Dicrocerus,5.0, Cervidae
 Cervulus,5.0, Cervidae
 Erismacanthus barbatus,6.0, Erismacanthus
 Physonemus stellatus,6.0, Physonemus
 Erismacanthus formosus,6.0, Erismacanthus
 Erismacanthus maccoyanus,6.0, Erismacanthus
 Eostylocerus,5.0, Cervidae
 Arctocyonides weigelti,6.0, Arctocyonides
 Eucladoceros,5.0, Cervidae
 Homacanthus delicatulus,6.0, Homacanthus
 Homacanthus acinaciformis,6.0, Homacanthus
 Habromeryx,5.0, Cervidae
 Antarctopelta,5.0, Ankylosauria
 Megaloolithus balasinorensis,6.0, Megaloolithus
 Antarctopelta oliveroi,6.0, Antarctopelta
 Euctenoceros,5.0, Cervidae
 Stethacanthus depressus,6.0, Stethacanthus
 Eumeryx,5.0, Cervidae
 Arctocyonides arenae,6.0, Arctocyonides
 Petralcinae,24.0, Alcidae
 Megaloolithus megadermus,6.0, Megaloolithus
 Alciformes,3.0, Neognathae
 Megaloolithus dhoridungriensis,6.0, Megaloolithus
 Megaloolithus khempurensis,6.0, Megaloolithus
 Megaloolithus patagonicus,6.0, Megaloolithus
 Megaloolithus jabalpurensis,6.0, Megaloolithus
 Petralca austriaca,6.0, Petralca
 Poecilodus rugosus,6.0, Poecilodus
 Hydaspitherium,5.0, Sivatheriinae
 Gansuiformes,, Aves
 Honanotherium,5.0, Giraffidae
 Gansuidae,4.0, Gansuiformes
 Helodus incisus,6.0, Helodus
 Poecilodus tribulis,6.0, Poecilodus
 Chaoyangidae,4.0, Chaoyangiformes
 Chaoyangiformes,3.0, Ornithurae
 Physonemus hamuspiscatorius,6.0, Physonemus
 Songlingornithidae,4.0, Ornithurae
 Physonemus gemmatus,6.0, Physonemus
 Saurerpeton latithorax,6.0, Isodectes
 Isodectes obtusus,6.0, Isodectes
 Apoda,, Gymnophiona
 Atlantosaurinae,24.0, Atlantosauridae
 Pseudaxis,5.0, Cervidae
 Giraffokeryx,5.0, Palaeotraginae
 Helladotherium,5.0, Sivatheriinae
 Decennatherium,5.0, Giraffidae
 Bohlinia,5.0, Giraffidae
 Stenopterygius aaleniensis,6.0, Stenopterygius
 Bramatherium,5.0, Sivatheriinae
 Xotodontidae,4.0, Toxodontia
 Birgerbohlinia,5.0, Giraffidae
 Iniopteryx rushlaui,6.0, Iniopteryx
 Perathereuthes obtusus,6.0, Perathereutes
 Perathereuthes amputans,6.0, Perathereutes
 Amphiproviverra obusta,6.0, Amphiproviverra
 Urodela,, Caudata
 Paulacoutoia,5.0, Didolodontidae
 Epidexipteryx,5.0, Scansoriopterygidae
 Bharatagama,5.0, Acrodonta
 Cylindracanthus acus,6.0, Cylindracanthus
 Scansoriopterygidae,4.0, Avialae
 Epidexipteryx hui,6.0, Epidexipteryx
 Salvadora paleolineata,6.0, Salvadora
 Otogornis,5.0, Ornithurae
 Otogornis genghisi,6.0, Otogornis
 Neonatrix elongata,6.0, Neonatrix
 Hybodus crassispinus,6.0, Hybodus
 obsolete Blochiidae,4.0,
 Trichiurides,5.0, Trichiuridae
 Pediohierax ramenta,6.0, Pediohierax
 Pediohierax,5.0, Falconinae
 Cylindracanthus rectus,6.0, Cylindracanthus
 Anhinga subvolans,6.0, Anhinga
 Spalacolestinae,24.0, Spalacotheriidae
 Bharatagama rebbanensis,6.0, Bharatagama
 Toxochelys moorevillensis,6.0, Toxochelys
 Lophochelyinae,24.0, Toxochelyidae
 Thinochelys lapisossea,6.0, Thinochelys
 Ichthyosaurus indicus,6.0, Ichthyosaurus
 Palaeopteryx thompsoni,6.0, Maniraptora
 Borealosuchus,5.0, Eusuchia
 Ptychacanthus sublevis,6.0, Ptychacanthus
 Bucephala fossilis,6.0, Bucephala
 Beishanlong grandis,6.0, Beishanlong
 Beishanlong,5.0, Ornithomimosauria
 Asteracanthus minor,6.0, Asteracanthus
 Asteracanthus acutus,6.0, Asteracanthus
 Asteracanthus semisulcatus,6.0, Asteracanthus
 Myriacanthus paradoxus,6.0, Myriacanthus
 Koreanornis,5.0, Koreanornipodidae
 Seymouria baylorensis,6.0, Seymouria
 Goseongornipes markjonesi,6.0, Goseongornipes
 Goseongornipes,5.0, Ignotornidae
 Toxochelyinae,24.0, Toxochelyidae
 Jindongornipes kimi,6.0, Jindongornipes
 Jindongornipes,5.0, Jindongornipodidae
 Jindongornipodidae,4.0, Aves
 Koreanornis hamanensis,6.0, Koreanornis
 Xiongguanlong baimoensis,6.0, Xiongguanlong
 Hybodus apicalis,6.0, Hybodus
 Hybodus dorsalis,6.0, Hybodus
 Myriacanthus granulatus,6.0, Myriacanthus
 Myriacanthus retrorsus,6.0, Myriacanthus
 Hybodus pleiodus,6.0, Hybodus
 Hybodus acutus,6.0, Hybodus
 Hybodus leptodus,6.0, Hybodus
 Alca grandis,6.0, Alca
 Hybodus marginalis,6.0, Hybodus
 Graculus idahensis,6.0, Graculus
 Graculus,5.0, Phalacrocoracidae
 Hybodus crassus,6.0, Hybodus
 Hybodus leviusculus,6.0, Hybodus
 Haplodontidae,4.0, Simplicidentata
 Pongo pygmaeus ciochoni,23.0, Pongo pygmaeus
 Pongo hooijeri,6.0, Pongo
 Pongo pygmaeus fromageti,23.0, Pongo pygmaeus
 Pongo pygmaeus devosi,23.0, Pongo pygmaeus
 Pongo pygmaeus kahlkei,23.0, Pongo pygmaeus
 Waimanu tuatahi,6.0, Waimanu
 Dicotylidae,4.0, Nonruminantia
 Tursiops tursio obtusus,23.0, Delphinus truncatus
 Tursiops tursio cymodoce,23.0, Delphinus truncatus
 Carbomys sacaresi,6.0, Carbomys
 Carbomys,5.0, Myomiminae
 Paramiolabis singularis,6.0, Paramiolabis
 Langsonia,5.0, Hominoidea
 Margaritamys llulli,6.0, Margaritamys
 Orodus cinctus,6.0, Orodus
 Paramiolabis taylori,6.0, Paramiolabis
 Kayentapus hopii,6.0, Kayentapus
 Margaritamys,5.0, Myomiminae
 Orodus ramosus,6.0, Orodus
 Paramiolabis tenuis,6.0, Paramiolabis
 Kayentapus hailiutuensis,6.0, Kayentapus
 Ramys perezi,6.0, Ramys
 Ramys multicrestatus,6.0, Ramys
 Hyla baderi,6.0, Hyla
 Bransatoglis infralactorensis,6.0, Bransatoglis
 Pleuracanthus levissimus,6.0, Pleuracanthus
 Bransatoglirinae,24.0, Gliridae
 Pseudobranchus robustus,6.0, Pseudobranchus
 Waimanu manneringi,6.0, Waimanu
 Paramicrotoscoptes hibbardi,6.0, Paramicrotoscoptes
 Bransatoglis cadeoti,6.0, Bransatoglis
 Echidnidae,4.0, Monotremata
 Macroolithus turolensis,6.0, Macroolithus
 Helodus simplex,6.0, Helodus
 Macroolithus mutabilis,6.0, Macroolithus
 Trachoolithus,5.0, Elongatoolithidae
 Ctenochelys tennuitesta,6.0, Ctenochelys
 Phascolomyidae,4.0, Phascolomyoidea
 Ctenochelys acris,6.0, Ctenochelys
 Parahyus vagus,6.0, Parahyus
 Halarctus delalandii,6.0, Arctocephalus
 Lophochelys venatrix,6.0, Lophochelys
 Parailurus anglicus,6.0, Parailurus
 Kamoyapithecus,5.0, Hominoidea
 Paralabis cedrensis,6.0, Paralabis
 Thelodonti,7.0, Agnatha
 Propliopithecoidea,18.0, Catarrhini
 Oligodyromys planus,6.0, Bransatoglis
 Bransatoglis moyai,6.0, Bransatoglis
 Bransatoglis complicatus,6.0, Bransatoglis
 Ischyrorhynchinae,24.0, Iniidae
 Psammodus rugosus,6.0, Psammodus
 Saurocetes,5.0, Ischyrorhynchinae
 Psammodus porosus,6.0, Psammodus
 Bransatoglis spectabilis,6.0, Bransatoglis
 Numataphocoena yamashitai,6.0, Numataphocoena
 Bransatoglis sjeni,6.0, Bransatoglis
 Iniinae,24.0, Iniidae
 Equatorius,5.0, Hominoidea
 Puijila,5.0, Pinnipedia
 Helodus turgidus,6.0, Helodus
 Heishanoolithus,5.0, Elongatoolithidae
 Nacholapithecus,5.0, Proconsulidae
 Chomatodus cinctus,6.0, Chomatodus
 Saurocetes argentinus,6.0, Saurocetes
 Xenopithecus,5.0, Proconsulidae
 Puijila darwini,6.0, Puijila
 Helodus subteres,6.0, Helodus
 Parallomys americanus,6.0, Parallomys
 Bufo terrestris,6.0, Bufo
 Helodus gibberulus,6.0, Helodus
 Ligabuesaurus,5.0, Somphospondyli
 Ligabuesaurus leanzai,6.0, Ligabuesaurus
 Diplocaulus magnicornis,6.0, Diplocaulus
 Acheloma cumminsi,6.0, Acheloma
 Dromomeron romeri,6.0, Dromomeron
 Dromomeron,5.0, Lagerpetidae
 Otomyini,25.0, Murinae
 Trachoolithus faticanus,6.0, Trachoolithus
 Edaphosaurus pogonias,6.0, Edaphosaurus
 Hybodus major,6.0, Hybodus
 Hybodus dimidiatus,6.0, Hybodus
 Hybodus tenuis,6.0, Hybodus
 Paramys copei,6.0, Paramys
 Paramys delicatior,6.0, Paramys
 Paramys delicatus,6.0, Paramys
 Paramys excavatus,6.0, Paramys
 Microtus middendorffi,6.0, Microtus
 Paramys hunti,6.0, Paramys
 Hybodus curtus,6.0, Hybodus
 Hybodus formosus,6.0, Hybodus
 Hybodus ensatus,6.0, Hybodus
 Hybodus carinatus,6.0, Hybodus
 Bufo woodhousei,6.0, Bufo
 Diplodocus hallorum,6.0, Diplodocus
 Proterozetes ulysses,6.0, Proterozetes
 Proterozetes,5.0, Otariini
 Waimanu,5.0, Sphenisciformes
 Cnemidophorus sexlineatus,6.0, Cnemidophorus
 Tachyoryctini,25.0, Rhizomyinae
 Paramys adamus,6.0, Paramys
 Paramylodon harlani,6.0, Paramylodon
 Paranourosorex seletiensis,6.0, Paranourosorex
 Prodryomys aguirrei,6.0, Prodryomys
 Ptychodus gibberulus,6.0, Ptychodus
 Prodryomys gregarius,6.0, Prodryomys
 Leiacanthus falcatus,6.0, Hybodus
 Paramys atavus,6.0, Paramys
 Prodryomys brailloni,6.0, Prodryomys
 Ptychodus spectabilis,6.0, Ptychodus
 Prodryomys satus,6.0, Prodryomys
 Prodryomys,5.0, Myomiminae
 Nievella mayri,6.0, Nievella
 Ptychodus arcuatus,6.0, Ptychodus
 Paramys compressidens,6.0, Paramys
 Ptychodus articulatus,6.0, Ptychodus
 Notophthalmus crassus,6.0, Notophthalmus
 Parectypodus armstrongi,6.0, Parectypodus
 Cokia robusta,6.0, Cokia
 Cokia kowalskae,6.0, Cokia
 Parectypodus clemensi,6.0, Parectypodus
 Necturus krausei,6.0, Necturus
 Paenepetenyia,5.0, Soricidae
 Phenacomyini,25.0, Arvicolinae
 Paratylopus labiatus,6.0, Paratylopus
 Paenepetenyia zhudingi,6.0, Paenepetenyia
 Dicrostonychini,25.0, Arvicolinae
 Joleaudichthys,5.0, Pleuronectiformes
 Cokia,5.0, Soricidae
 Prometheomyini,25.0, Arvicolinae
 Paratylopus primaevus,6.0, Paratylopus
 Albireo savagei,6.0, Albireo
 Paratomarctus temerarius,6.0, Paratomarctus
 Parophisaurus,5.0, Anguinae
 Parophisaurus pawneensis,6.0, Parophisaurus
 Myodini,25.0, Arvicolinae
 Parectypodus laytoni,6.0, Parectypodus
 Imhoffius,5.0, Pleuronectiformes
 Evesthes,5.0, Pleuronectiformes
 Parectypodus sylviae,6.0, Parectypodus
 Parectypodus sloani,6.0, Parectypodus
 Gravemys,5.0, Lindholmemydidae
 Eobothus,5.0, Pleuronectiformes
 Parectypodus sinclairi,6.0, Parectypodus
 Mongolemys barsboldi,6.0, Mongolemys
 Eobuglossus,5.0, Pleuronectiformes
 Parectypodus simpsoni,6.0, Parectypodus
 Saadanius,5.0, Saadaniidae
 Gravemys hutchisoni,6.0, Gravemys
 Saadanius hijazensis,6.0, Saadanius
 Parectypodus lunatus,6.0, Parectypodus
 Saadanioidea,18.0, Catarrhini
 Saadaniidae,4.0, Saadanioidea
 Lemmini,25.0, Arvicolinae
 Ondatrini,25.0, Arvicolinae
 Platacanthomys,5.0, Platacanthomyinae
 Parectypodus foxi,6.0, Parectypodus
 Chibapsetta,5.0, Pleuronectiformes
 Parapliosaccomys transversus,6.0, Parapliosaccomys
 Parapliosaccomys oregonensis,6.0, Parapliosaccomys
 Pararyctes pattersoni,6.0, Pararyctes
 Achiurus,5.0, Pleuronectiformes
 Parapternodus antiquus,6.0, Parapternodus
 Amphistium,5.0, Scombridae
 Pararyctes rutherfordi,6.0, Pararyctes
 Clymene (Euphrosyne),9.0, Stenella
 Parapliohippus carrizoensis,6.0, Parapliohippus
 Microtus bucharicus,6.0, Microtus
 Foxemys trabanti,6.0, Foxemys
 Microtus mandarinus,6.0, Microtus
 Wetherellus,5.0, Scombridae
 Woodwardella,5.0, Scombridae
 Xiphiorhynchus,5.0, Xiphiorhynchini
 Zaphlegulus,5.0, Perciformes
 Paratomarctus euthos,6.0, Paratomarctus
 Paratoceras wardi,6.0, Paratoceras
 Paratoceras macadamsi,6.0, Paratoceras
 Vomeropsis,5.0, Perciformes
 Wangia,5.0, Perciformes
 Paratamias tarassus,6.0, Paratamias
 Pholidophorus dubius,6.0, Pholidophorus
 Ophisauriscus hallensis,6.0, Ophisauriscus
 Pholidophorus hartmanni,6.0, Pholidophorus
 Ophisauriscus quadrupes,6.0, Ophisauriscus
 Microtus irene,6.0, Microtus
 Arvicola terrestris,6.0, Arvicola
 Trachicaranx,5.0, Perciformes
 Paranamatomys storeri,6.0, Paranamatomys
 Tylerichthys,5.0, Perciformes
 Tunita,5.0, Perciformes
 Tungtingichthys,5.0, Perciformes
 Stereosternum tumidum,6.0, Stereosternum
 Paramys taurus,6.0, Paramys
 Paramys simpsoni,6.0, Paramys
 Parapheliscus,5.0, Apheliscinae
 Parapaenemarmota oregonensis,6.0, Parapaenemarmota
 Parapaenemarmota pattersoni,6.0, Parapaenemarmota
 Faxinalipterus minima,6.0, Faxinalipterus
 Thyrsion,5.0, Perciformes
 Thyrsocles,5.0, Perciformes
 Thyrsitocephalus,5.0, Perciformes
 Teratichthys,5.0, Carangidae
 Thalattorhynchus,5.0, Perciformes
 Tetrapterus,5.0, Perciformes
 Heteronectes chaneti,6.0, Heteronectes
 Paranyctoides sternbergi,6.0, Paranyctoides
 Paranyctoides megakeros,6.0, Paranyctoides
 Paranyctoides maleficus,6.0, Paranyctoides
 Paranotolagus complicatus,6.0, Paranotolagus
 Paranasua biradica,6.0, Paranasua
 Faxinalipterus,5.0, Pterosauria
 Oryzomyalia,, Sigmodontinae
 Suzhousaurus megatherioides,6.0, Suzhousaurus
 Suzhousaurus,5.0, Therizinosauroidea
 Dromomeron gregorii,6.0, Dromomeron
 Sphenocephalus,5.0, Perciformes
 Physodon,5.0, Carchariidae
