name,TAXRANK,is_a
 Mesadactylus,5.0, Pterodactyloidea
 Sclerosaurus armatus,6.0, Sclerosaurus
 Hildebrandia gracilior,6.0, Hildebrandia
 Lahimia selloumi,6.0, Lahimia
 Triceratops horridus,6.0, Triceratops
 Koholia,5.0, Koholiinae
 Lahimia,5.0, Koholiinae
 Koholiinae,24.0, Hyaenodontidae
 Leiodon laticaudus,6.0, Leiodon
 Carolopaulacoutoia,5.0, Sternbergiidae
 Roberthoffstetteria,5.0, Polydolopidae
 Roberthoffstetteria nationalgeographica,6.0, Roberthoffstetteria
 Corosaurus alcovensis,6.0, Corosaurus
 Triceratops prorsus,6.0, Triceratops
 Torosaurus latus,6.0, Torosaurus
 Dicamptodon antiquus,6.0, Dicamptodon
 Khamsaconus bulbosus,6.0, Khamsaconus
 Khamsaconus,5.0, Louisininae
 Palaeocastor magnus,6.0, Palaeocastor
 Schizodelphis planus,6.0, Schizodelphis
 Palaeictops multicuspis,6.0, Palaeictops
 Szalinia gracilis,6.0, Szalinia
 Palaeictops bridgeri,6.0, Palaeictops
 Atlasaurus imelakei,6.0, Atlasaurus
 Palaeictops bicuspis,6.0, Palaeictops
 Palaeictops borealis,6.0, Palaeictops
 Palaechthon woodi,6.0, Palaechthon
 Palaechthon torrejonius,6.0, Palaechthon
 Halisaurus platyspondylus,6.0, Halisaurus
 Palaechthon alticuspis,6.0, Palaechthon
 Palaeogale minuta,6.0, Palaeogale
 Palaeogale sanguinarius,6.0, Palaeogale
 Scleromochlus taylori,6.0, Scleromochlus
 Palaeogale sectoria,6.0, Palaeogale
 Palaeolagus burkei,6.0, Palaeolagus
 Palaeolagus haydeni,6.0, Palaeolagus
 Palaeolagus hemirhizis,6.0, Palaeolagus
 Palaeolagus hypsodus,6.0, Palaeolagus
 Palaeolagus intermedius,6.0, Palaeolagus
 Kampholophinae,24.0, Kentriodontidae
 Palaeocastor peninsulatus,6.0, Palaeocastor
 Squalodon catulli,6.0, Squalodon
 Squalodon grateloupii,6.0, Squalodon
 Portheus,5.0, Ichthyodectiformes
 Palaeogale dorothiae,6.0, Palaeogale
 Palaeocastor nebrascensis,6.0, Palaeocastor
 Szalinia,5.0, Didelphoidea
 Palaeoryctes punctatus,6.0, Palaeoryctes
 Palaeonictis peloria,6.0, Palaeonictis
 Palaeonictis occidentalis,6.0, Palaeonictis
 Parapavo californicus,6.0, Parapavo
 Palaeoryctes puercensis,6.0, Palaeoryctes
 Parapavo,5.0, Phasianidae
 Palaeoryctes cruoris,6.0, Palaeoryctes
 Gastonia,5.0, Ankylosauridae
 Palaeolama mirifica,6.0, Palaeolama
 Gargoyleosaurus,5.0, Ankylosauridae
 Polacanthinae,24.0, Ankylosauridae
 Palaeolagus temnodon,6.0, Palaeolagus
 Gastonia burgei,6.0, Gastonia
 Palaeolagus primus,6.0, Palaeolagus
 Palaeolagus philoi,6.0, Palaeolagus
 Paratomistoma courti,6.0, Paratomistoma
 Palaeosyops laevidens,6.0, Palaeosyops
 Palaeosyops laticeps,6.0, Palaeosyops
 Palaeosyops fontinalis,6.0, Palaeosyops
 Palaeosinopa veterrima,6.0, Palaeosinopa
 Palaeosinopa nunavutensis,6.0, Palaeosinopa
 Palaeosinopa didelphoides,6.0, Palaeosinopa
 Palaeosinopa lutreola,6.0, Palaeosinopa
 Palaeosinopa incerta,6.0, Palaeosinopa
 Palaeosinopa dorri,6.0, Palaeosinopa
 Borealosuchus acutidentatus,6.0, Borealosuchus
 Borealosuchus wilsoni,6.0, Borealosuchus
 Borealosuchus sternbergii,6.0, Borealosuchus
 Borealosuchus formidabilis,6.0, Borealosuchus
 Contritosaurus convector,6.0, Contritosaurus
 Vipera natiensis,6.0, Vipera
 Limosa vanrossemi,6.0, Limosa
 Palauchenia mexicana,6.0, Palauchenia
 Palenochtha minor,6.0, Palenochtha
 Palenochtha weissae,6.0, Palenochtha
 Olonbulukia,5.0, Bovidae
 Orasius,5.0, Bovidae
 Nisidorcas,5.0, Bovidae
 Oioceros,5.0, Oiocerini
 Eozanclus,5.0, Perciformes
 Eothynnus,5.0, Perciformes
 Orchonoceros,5.0, Bovidae
 Eothyrsites,5.0, Perciformes
 Eoplatax,5.0, Perciformes
 Cerasinops,5.0, Leptoceratopsidae
 Paleotomus milleri,6.0, Paleotomus
 Eoserranus,5.0, Perciformes
 Cerasinops hodgskissi,6.0, Cerasinops
 Microtragus,5.0, Bovidae
 Paleotomus junior,6.0, Paleotomus
 Paleotomus senior,6.0, Paleotomus
 Eoluvarus,5.0, Perciformes
 Ciconia maltha,6.0, Ciconia
 Paleotomus radagasti,6.0, Paleotomus
 Naemorhaedus,5.0, Caprini
 Paleomolops langstoni,6.0, Paleomolops
 Paleosula stocktoni,6.0, Paleosula
 Neotragocerus,5.0, Bovidae
 Miotragocerus,5.0, Bovidae
 Paleotomus carbonensis,6.0, Paleotomus
 Cerorhinca dubis,6.0, Cerorhinca
 Paleomoropus jepseni,6.0, Paleomoropus
 Marmosa laventica,6.0, Marmosa
 Bufo holmani,6.0, Bufo
 Bufo pliocompactilis,6.0, Bufo
 Pampatherium mexicanum,6.0, Pampatherium
 Palustrimus lewisi,6.0, Entoptychus
 Eocoelopoma,5.0, Perciformes
 Pachygazella,5.0, Bovidae
 Eolabroides,5.0, Perciformes
 Pachyportax,5.0, Bovidae
 Pachytragus,5.0, Bovidae
 Ductor,5.0, Scombridae
 Eastmanalepes,5.0, Perciformes
 Diaphyodus,5.0, Perciformes
 Spea pliobatrachus,6.0, Spea
 Dipterichthys,5.0, Perciformes
 Oreonager,5.0, Bovidae
 Spea studeri,6.0, Spea
 Orygotherium,5.0, Bovidae
 Panolax sanctaefidei,6.0, Panolax
 Pandemonium dis,6.0, Pandemonium
 Spea diversus,6.0, Spea
 Marmosopsis juradoi,6.0, Marmosopsis
 Melanognathus canadensis,6.0, Melanognathus
 Barameda decipiens,6.0, Barameda
 Damalichthys,5.0, Perciformes
 Dapalis,5.0, Serranidae
 Dapaloides,5.0, Perciformes
 Cyclopoma,5.0, Serranidae
 Palaeosyops robustus,6.0, Palaeosyops
 Palaeosyops paludosus,6.0, Palaeosyops
 Harajicadipterus youngi,6.0, Harajicadipterus
 Palaeotherium,5.0, Palaeotheriidae
 Eobrasilia coutoi,6.0, Eobrasilia
 Harajicadipterus,5.0, Dipnoi
 Chirodipteridae,4.0, Dipnoi
 Chirodipterus potteri,6.0, Chirodipterus
 Landanichthys,5.0, Perciformes
 Prosinotragus,5.0, Bovidae
 Proleptobos,5.0, Bovidae
 Protoryx,5.0, Bovidae
 Prostrepsiceros,5.0, Bovidae
 Protragocerus,5.0, Bovidae
 Protragelaphus,5.0, Bovidae
 Pseudotragus,5.0, Bovidae
 Labrodon,5.0, Labroidei
 Pseudobos,5.0, Bovidae
 Pultiphagonides,5.0, Bovidae
 Lednevia,5.0, Perciformes
 Akidolestes cifelli,6.0, Akidolestes
 Akidolestes,5.0, Spalacotheriidae
 Diapsida,, Romeriida
 Platypterna concamerata,6.0, Platypterna
 Hymenochirini,25.0, Pipinae
 Anchisauripus thomasi,6.0, Eubrontes
 Pachycentrata taqueti,6.0, Pachycentrata
 Ornithomimipus gracilis,6.0, Ornithomimipus
 Llankibatrachus truebae,6.0, Llankibatrachus
 Qurliqnoria,5.0, Bovidae
 Argoides redfieldii,6.0, Argoides
 Rabaticeras,5.0, Bovidae
 Isurichthys,5.0, Perciformes
 Rhynotragus,5.0, Bovidae
 Rhynchotragus,5.0, Bovidae
 Ioscion,5.0, Perciformes
 Samokeros,5.0, Bovidae
 Ruticeros,5.0, Bovidae
 Kushlukia,5.0, Perciformes
 Izuus,5.0, Perciformes
 Singidella latecostata,6.0, Singidella
 Trimabus elegans,6.0, Trimabus
 Platypterna tenuis,6.0, Platypterna
 Platypterna recta,6.0, Platypterna
 Arganaceras vacanti,6.0, Arganaceras
 Arganaceras,5.0, Pareiasauria
 Platypterna digitigrada,6.0, Platypterna
 Platypterna delicatula,6.0, Platypterna
 Shensispira,5.0, Bovidae
 Pipinae,24.0, Pipinomorpha
 Simatherium,5.0, Bovidae
 Platypterna varica,6.0, Platypterna
 Shelania laurenti,6.0, Shelania
 Shelania pascuali,6.0, Shelania
 Selenoportax,5.0, Bovidae
 Parabos,5.0, Bovidae
 Parmularius,5.0, Bovidae
 Paraprotoryx,5.0, Bovidae
 Grammatorycnus,5.0, Perciformes
 Palaeohypsodontus,5.0, Ruminantia
 Goniocranion,5.0, Perciformes
 Palaeoryx,5.0, Bovidae
 Palaeoreas,5.0, Bovidae
 Hemirhabdorhynchus,5.0, Istiophoridae
 Hypacanthus,5.0, Perciformes
 Hemithyrsites,5.0, Perciformes
 Parurmiatherium,5.0, Bovidae
 Pelorovis,5.0, Bovini
 Saurichnium tetractis,6.0, Saurichnium
 Saurichnium damarense,6.0, Saurichnium
 Saurichnium anserinum,6.0, Saurichnium
 Saurichnium parallelum,6.0, Saurichnium
 Pteraichnus saltwashensis,6.0, Pteraichnus
 Eriquius,5.0, Perciformes
 Sicista wangi,6.0, Sicista
 Procamptoceras,5.0, Bovidae
 Proamphibos,5.0, Bovidae
 Praeovibos,5.0, Bovidae
 Pliotragus,5.0, Bovidae
 Exellia,5.0, Perciformes
 Myomimus personatus,6.0, Myomimus
 Plesiaddax,5.0, Urmiatheriinae
 Platycerabos,5.0, Bovidae
 Eutrichiurides,5.0, Trichiuridae
 Sicista subtilis,6.0, Sicista
 Platybos,5.0, Bovidae
 Myomimus sinensis,6.0, Myomimus
 Perimia,5.0, Bovidae
 Heishanlestes,5.0, Spalacotheriidae
 Spalacotheroidea,18.0, Theriiformes
 Maotherium,5.0, Spalacotheroidea
 Castor anderssoni,6.0, Castor
 Procobus,5.0, Bovidae
 Gillidia,5.0, Perciformes
 Teinolophos,5.0, Ornithorhynchidae
 Teinolophos trusleri,6.0, Teinolophos
 Microdon,5.0, Pycnodontidae
 Prodamaliscus,5.0, Bovidae
 Palaeohatteriidae,4.0, Mesosauria
 Tragocerus,5.0, Bovidae
 Boutakioutichnium atlasicus,6.0, Boutakioutichnium
 Tragoportax,5.0, Bovidae
 Tragoreas,5.0, Bovidae
 Tragospira,5.0, Bovidae
 Ugandax,5.0, Bovidae
 Tsaidamotherium,5.0, Bovidae
 Vishnucobus,5.0, Bovidae
 Urmiatherium,5.0, Urmiatheriinae
 Aksyiria,5.0, Suiformes
 Amphimoschus,5.0, Ruminantia
 Geobiastes,5.0, Brachypteraciidae
 Eocoraciidae,4.0, Coraciiformes
 Eocoracias,5.0, Eocoraciidae
 Eocoracias brachyptera,6.0, Eocoracias
 Ocystias,5.0, Perciformes
 Baioconodon,5.0, Arctocyonidae
 Raphenacodus,5.0, Artiodactyla
 Tragulohyus,5.0, Artiodactyla
 Neocybium,5.0, Perciformes
 Neanthias,5.0, Perciformes
 Mupus,5.0, Perciformes
 Sivaceros,5.0, Bovidae
 Sivacobus,5.0, Bovidae
 Malacopygaeus,5.0, Perciformes
 Sivadenota,5.0, Bovidae
 Matarchia,5.0, Perciformes
 Sinoreas,5.0, Bovidae
 Sinoryx,5.0, Bovidae
 Mioplosus,5.0, Perciformes
 Sinotragus,5.0, Bovidae
 Sivacapra,5.0, Bovidae
 Larimus steurbauti,6.0, Larimus
 Sivatragus,5.0, Bovidae
 obsolete Epinephelinae,24.0,
 Larimus henrii,6.0, Larimus
 Istiodactylus,5.0, Istiodactylidae
 Sivaportax,5.0, Bovidae
 Sivoryx,5.0, Bovidae
 Equetus davidandrewi,6.0, Equetus
 Istiodactylus latidens,6.0, Istiodactylus
 Sivoreas,5.0, Bovidae
 Lyconectes,5.0, Perciformes
 Lycodopsis,5.0, Perciformes
 Lactarius atanticus,6.0, Lactarius
 Istiodactylus sinensis,6.0, Istiodactylus
 Serranus itajara,6.0, Serranus
 Aplodinotus hoffmani,6.0, Aplodinotus
 Watongia meieri,6.0, Watongia
 Aplodinotus longecaudatus,6.0, Aplodinotus
 Pteranodon (Longicepia),9.0, Pteranodon
 Libotonius,5.0, Perciformes
 Strogulognathus,5.0, Bovidae
 Lonchistium,5.0, Perciformes
 Sporadotragus,5.0, Bovidae
 Lophar,5.0, Perciformes
 Strepsiportax,5.0, Bovidae
 Soergelia,5.0, Bovidae
 Lompoquia,5.0, Perciformes
 Spirocerus,5.0, Bovidae
 Geranopterus milneedwardsi,6.0, Geranopterus
 Tossunnoria,5.0, Bovidae
 Torticornis,5.0, Bovidae
 Geranopteridae,4.0, Coracii
 Toribos,5.0, Bovidae
 Geranopterus alatus,6.0, Geranopterus
 Thaleroceros,5.0, Bovidae
 Platypterna deanii,6.0, Platypterna
 Geranopterus bohemicus,6.0, Geranopterus
 Argoides macrodactylus,6.0, Argoides
 Nupharanassa,5.0, Jaccanidae
 Delectosaurus arefjevi,6.0, Delectosaurus
 Lophocricetus grabaui,6.0, Lophocricetus
 Sinozapus volkeri,6.0, Sinozapus
 Interpresosaurus,5.0, Dicynodontidae
 Sinozapus,5.0, Dipodidae
 Delectosaurus berezhanensis,6.0, Delectosaurus
 Delectosaurus,5.0, Dicynodontoidea
 Sinocricetus progressus,6.0, Sinocricetus
 Brachyscirtetes robustus,6.0, Brachyscirtetes
 Brachyscirtetes wimani,6.0, Brachyscirtetes
 Sinocricetus zdanskyi,6.0, Sinocricetus
 Sminthoides fraudator,6.0, Sminthoides
 Paralactaga suni,6.0, Paralactaga
 Paralactaga anderssoni,6.0, Paralactaga
 Brachyscirtetes,5.0, Dipodidae
 Lophocricetus pusillus,6.0, Lophocricetus
 Didymoconidae,4.0, Mesonychia
 Romeria prima,6.0, Romeria
 Hyla europaea,6.0, Hyla
 Tylototriton primigenius,6.0, Tylototriton
 Calyptocephalella canqueli,6.0, Calyptocephalella
 Calyptocephalella gayi,6.0, Calyptocephalella
 Protorothyris archeri,6.0, Protorothyris
 Mesembriacerus,5.0, Bovidae
 Menelikia,5.0, Bovidae
 Mesembriportax,5.0, Bovidae
 Nannocricetus,5.0, Cricetidae
 Nannocricetus mongolicus,6.0, Nannocricetus
 Eorubeta nevadensis,6.0, Eorubeta
 Protocaptorhinus pricei,6.0, Protocaptorhinus
 Boutakioutichnium,5.0, Theropoda
 Saurorictus australis,6.0, Saurorictus
 Saurorictus,5.0, Captorhinidae
 Ahytherium,5.0, Megalonychidae
 Leptotragus,5.0, Bovidae
 Lyrocerus,5.0, Bovidae
 Leptobos,5.0, Bovidae
 Chinlechelys tenertesta,6.0, Chinlechelys
 Megalotragus,5.0, Bovidae
 Chinlechelys,5.0, Testudinata
 Megalovis,5.0, Bovidae
 Makapania,5.0, Bovidae
 Kubanotragus,5.0, Bovidae
 Kobikeryx,5.0, Bovidae
 Kabulicornis,5.0, Bovidae
 Meherrinia isoni,6.0, Meherrinia
 Meherrinia,5.0, Iniidae
 Neoprocoela edentatus,6.0, Neoprocoela
 Helochelys danubina,6.0, Helochelys
 Pneumatoarthrus peloreus,6.0, Pneumatoarthrus
 Sauropleurinae,24.0, Urocordylidae
 Spermatodus,5.0, Actinistia
 Spermatodus pustulosus,6.0, Spermatodus
 Rubidgeinae,24.0, Gorgonopsidae
 Crossotelos annulatus,6.0, Crossotelos
 Sagenodus,5.0, Dipnoi
 Pachycetus humilis,6.0, Mysticeti
 Pachycetus robustus,6.0, Mysticeti
 Siphonodella uralica,6.0, Siphonodella
 Limaysaurus tessonei,6.0, Limaysaurus
 Kowalskia browni,6.0, Neocricetodon
 Brachyceratops,5.0, Centrosaurinae
 Kowalskia magna,6.0, Neocricetodon
 Kowalskia intermedia,6.0, Neocricetodon
 Lanthanosuchus watsoni,6.0, Lanthanosuchus
 Kowalskia nestori,6.0, Neocricetodon
 Baeotherates fortsillensis,6.0, Baeotherates
 Baeotherates,5.0, Captorhinidae
 Kowalskia gansunica,6.0, Neocricetodon
 Kowalskia similis,6.0, Neocricetodon
 Kowalskia yinanensis,6.0, Neocricetodon
 Stegopelta,5.0, Nodosauridae
 Kowalskia zhengi,6.0, Neocricetodon
 Leptodelphis stavropolitanus,6.0, Leptodelphis
 Stegopelta landerensis,6.0, Stegopelta
 Dyoplosaurus acutosquameus,6.0, Dyoplosaurus
 Kowalskia moldavica,6.0, Neocricetodon
 Dyoplosaurus,5.0, Ankylosauridae
 Salumiphocaena,5.0, Phocoenidae
 Salumiphocaena stocktoni,6.0, Salumiphocaena
 Anatolomys teilhardi,6.0, Anatolomys
 Emys vulgaris,6.0, Emys
 Tiphyocetus temblorensis,6.0, Tiphyocetus
 Orcinus citoniensis,6.0, Orcinus
 Globicephala etruriae,6.0, Globicephala
 Astadelphis,5.0, Stenoninae
 Peripolocetus vexillifer,6.0, Peripolocetus
 Parablastomeryx floridanus,6.0, Parablastomeryx
 Aulophyseter morricei,6.0, Aulophyseter
 Parablastomeryx galushi,6.0, Parablastomeryx
 Parablastomeryx gregorii,6.0, Parablastomeryx
 Anomoiodon liliensterni,6.0, Anomoiodon
 Spondylolestes rubidgei,6.0, Spondylolestes
 Xenodiphyodon,5.0, Procolophonia
 Struthio asiaticus,6.0, Struthio
 Xenodiphyodon petraios,6.0, Xenodiphyodon
 Loxolithax sinuosa,6.0, Loxolithax
 Pappotherium pattersoni,6.0, Pappotherium
 Squalicorax pristodontus,6.0, Squalicorax
 Nannolithax gracilis,6.0, Nannolithax
 Platylithax robusta,6.0, Platylithax
 Lamprolithax simulans,6.0, Lamprolithax
 Lamprolithax annectens,6.0, Lamprolithax
 Liolithax kernensis,6.0, Liolithax
 Oedolithax mira,6.0, Oedolithax
 Gomphiosauridion,5.0, Procolophonidae
 Trionyx halophilus,6.0, Trionyx
 Gomphiosauridion baileyae,6.0, Gomphiosauridion
 Mosasaurus impar,6.0, Mosasaurus
 Leidyosuchinae,24.0, Crocodylidae
 Lophocetus repenningi,6.0, Lophocetus
 Allognathosuchus brachymanus,6.0, Allognathosuchus
 Pantolestes phocipes,6.0, Pantolestes
 Microphocaena podolica,6.0, Microphocaena
 Allognathosuchus mooki,6.0, Allognathosuchus
 Sarmatodelphis moldavicus,6.0, Sarmatodelphis
 Procaimanoidea kayi,6.0, Procaimanoidea
 Polygnathus rossicus,6.0, Polygnathus
 Kentriodon obscurus,6.0, Kentriodon
 Ischyrorhynchus vanbenedeni,6.0, Ischyrorhynchus
 Pantolestes natans,6.0, Pantolestes
 Spondylolestinae,24.0, Procolophonidae
 Axitectum,5.0, Bystrowianidae
 Phaanthosaurus ignatjevi,6.0, Phaanthosaurus
 Phaanthosaurus,5.0, Procolophonidae
 Pantolestes intermedius,6.0, Pantolestes
 Pantolestes longicaudus,6.0, Pantolestes
 Pontistes rectifrons,6.0, Pontistes
 Crocodilus clavis,6.0, Crocodylus
 Pantolambda cavirictus,6.0, Pantolambda
 Pantolambda intermedius,6.0, Pantolambda
 Petenyia dubia,6.0, Petenyia
 Pantolambda bathmodon,6.0, Pantolambda
 Axitectum vjuschkovi,6.0, Axitectum
 Chroniosuchia,14.0, Reptiliomorpha
 Brontopodus changlingensis,6.0, Brontopodus
 Anthracosauromorpha,3.0, Amphibia
 Bystrowianidae,4.0, Chroniosuchia
 Schizogalerix zapfei,6.0, Schizogalerix
 Allognathosuchus wartheni,6.0, Allognathosuchus
 Diplodocimorpha,, Diplodocoidea
 Limaysaurus,5.0, Limaysaurinae
 Pantinomia ambigua,6.0, Prothryptacodon
 Galverpeton ibericum,6.0, Galverpeton
 Ahytherium aureum,6.0, Ahytherium
 Valgipes,5.0, Scelidotheriinae
 Piscolithax aenigmaticus,6.0, Piscolithax
 Sineleutherus uyguricus,6.0, Sineleutherus
 Lonchidion microselachos,6.0, Lonchidion
 Bransatoglis bahloi,6.0, Bransatoglis
 Gliravus minor,6.0, Gliravus
 Gliravus daamsi,6.0, Gliravus
 Gliravus fordi,6.0, Gliravus
 Sagmatias,5.0, Delphininae
 Propalaeotherium hassiacum,6.0, Propalaeotherium
 Dsungarodon zuoi,6.0, Dsungarodon
 Pseudorca yokoyamai,6.0, Pseudorca
 Propalaeotherium voigti,6.0, Propalaeotherium
 Mesosuchus browni,6.0, Mesosuchus
 Molossinae,24.0, Molossidae
 Nanolestes mackennai,6.0, Nanolestes
 Gliravus devoogdi,6.0, Gliravus
 Paracosoryx furlongi,6.0, Paracosoryx
 Paracosoryx dawesensis,6.0, Paracosoryx
 Paracosoryx nevadensis,6.0, Paracosoryx
 Paracosoryx loxocerus,6.0, Paracosoryx
 Paracosoryx alticornis,6.0, Paracosoryx
 Paracimexomys robisoni,6.0, Paracimexomys
 Paracosoryx wilsoni,6.0, Paracosoryx
 Paracimexomys crossi,6.0, Paracimexomys
 Tursiops osennae,6.0, Tursiops
 Hemisyntrachelus cortesii,6.0, Hemisyntrachelus
 Paracimexomys priscus,6.0, Paracimexomys
 Paracimexomys perplexus,6.0, Paracimexomys
 Paracimexomys magnus,6.0, Paracimexomys
 Intiornis inexpectatus,6.0, Intiornis
 Paracimexomys magister,6.0, Paracimexomys
 Intiornis,5.0, Avisauridae
 Paracimexomys judithae,6.0, Paracimexomys
 Leucopleurus acutus,6.0, Leucopleurus
 Koiloskiosaurus coburgiensis,6.0, Koiloskiosaurus
 Myocephalus crassidens,6.0, Myocephalus
 Sauropareion anoplus,6.0, Sauropareion
 Messapicetus gregarius,6.0, Messapicetus
 Sauropareion,5.0, Procolophonidae
 Paradomnina relictus,6.0, Paradomnina
 Paratrachinotus,5.0, Perciformes
 Pasaichthys,5.0, Perciformes
 Iniopteryx tedwhitei,6.0, Iniopteryx
 Paraenhydrocyon robustus,6.0, Paraenhydrocyon
 Parasphyraena,5.0, Perciformes
 Paraenhydrocyon josephi,6.0, Paraenhydrocyon
 Percalates,5.0, Perciformes
 Paradjidaumo reynoldsi,6.0, Paradjidaumo
 Paradjidaumo spokanensis,6.0, Paradjidaumo
 Paradjidaumo trilophus,6.0, Paradjidaumo
 Paradjidaumo validus,6.0, Paradjidaumo
 Ortotheridae,4.0, Gravigrada
 Hapalops rectangularis,6.0, Hapalops
 Parahippus coloradensis,6.0, Parahippus
 Parahippus cognatus,6.0, Parahippus
 Palaeoperca,5.0, Perciformes
 Palaeopercichthys,5.0, Perciformes
 Palaeothunnus,5.0, Perciformes
 Palimphyes,5.0, Perciformes
 Paracalamus,5.0, Perciformes
 Paraplatax,5.0, Perciformes
 Parapygaeus,5.0, Perciformes
 Pararhenanoperca,5.0, Perciformes
 Hapalops ellipticus,6.0, Hapalops
 Parahippus agrestis,6.0, Parahippus
 Hapalops elongatus,6.0, Hapalops
 Parahippus atavus,6.0, Parahippus
 Hapalops brevipalatus,6.0, Hapalops
 Paraenhydrocyon wallovianus,6.0, Paraenhydrocyon
 Hapalops robustus,6.0, Hapalops
 Hapalops indifferens,6.0, Hapalops
 Podocephalus,5.0, Sparidae
 Parahippus nebrascensis,6.0, Parahippus
 Plectrites,5.0, Perciformes
 Plesioserranus,5.0, Serranidae
 Lampropeltis getulus,6.0, Lampropeltis
 Parahippus pawniensis,6.0, Parahippus
 Parahippus maxsoni,6.0, Parahippus
 Priacanthopsis,5.0, Perciformes
 Parahippus leonensis,6.0, Parahippus
 Percostoma,5.0, Serranidae
 Phosphichthys,5.0, Perciformes
 Pimelometopon,5.0, Perciformes
 Parahippus wyomingensis,6.0, Parahippus
 Palaeotherium castrense,6.0, Palaeotherium
 Parahippus tyleri,6.0, Parahippus
 Platylaemus,5.0, Perciformes
 Platylates,5.0, Perciformes
 Pinichthys,5.0, Perciformes
 Pirskenius,5.0, Perciformes
 Plagioholocentrus,5.0, Perciformes
 Lophiodon leptorhynchum,6.0, Lophiodon
 Neufferia manderscheidi,6.0, Neufferia
 Cebochoerus ruetimeyeri,6.0, Cebochoerus
 Gervachoerus,5.0, Cebochoeridae
 Cebochoerus (Gervachoerus) jaegeri,6.0, Gervachoerus
 Haplobunodon solodurense,6.0, Haplobunodon
 Parahippus pristinus,6.0, Parahippus
 Ailuravus picteti,6.0, Ailuravus
 Ctenacanthus ornatus,6.0, Ctenacanthus
 Pamelaria dolichotrachela,6.0, Pamelaria
 Orthacanthus milleri,6.0, Orthacanthus
 Redondavenator,5.0, Sphenosuchidae
 Orthacanthus pustulosus,6.0, Orthacanthus
 Redondavenator quayensis,6.0, Redondavenator
 Orthacanthus minor,6.0, Orthacanthus
 Normannognathus,5.0, Dsungaripteroidea
 Gyracanthus formosus,6.0, Gyracanthus
 Normannognathus wellnhoferi,6.0, Normannognathus
 Gyracanthus tuberculatus,6.0, Gyracanthus
 Gyracanthus alnwicensis,6.0, Gyracanthus
 Tristychius arcuatus,6.0, Tristychius
 Mythunga,5.0, Ornithocheiridae
 Mythunga camara,6.0, Mythunga
 Yarasuchus,5.0, Prestosuchidae
 Onchus hamatus,6.0, Onchus
 Yarasuchus deccanensis,6.0, Yarasuchus
 Pamelaria,5.0, Prolacertidae
 Onchus arcuatus,6.0, Onchus
 Onchus semistriatus,6.0, Onchus
 Onchus tenuistriatus,6.0, Onchus
 Lophocratia,, Pterodactyloidea
 Opisthomyzon,5.0, Perciformes
 Oncolepis,5.0, Perciformes
 Odonteobolca,5.0, Perciformes
 Paracryptotis gidleyi,6.0, Paracryptotis
 Archegosauroidea,18.0, Stereospondylomorpha
 Paracryptotis rex,6.0, Paracryptotis
 Collidosuchus,5.0, Archegosauridae
 Paracynarctus kelloggi,6.0, Paracynarctus
 Paracynarctus sinclairi,6.0, Paracynarctus
 Paradjidaumo hypsodus,6.0, Paradjidaumo
 Paradjidaumo alberti,6.0, Paradjidaumo
 Paradjidaumo hansonorum,6.0, Paradjidaumo
 Paradaphoenus tooheyi,6.0, Paradaphoenus
 Paradaphoenus minimus,6.0, Paradaphoenus
 Paradaphoenus cuspigerus,6.0, Paradaphoenus
 Prepotheridae,4.0, Gravigrada
 Diacodexeidae,4.0, Dichobunoidea
 Adiastemus compressidens,6.0, Adiastemus
 Lutzia eckfeldensis,6.0, Lutzia
 Prepotherium moyani,6.0, Prepotherium
 Prepotherium filholi,6.0, Prepotherium
 Periconodon helveticus,6.0, Periconodon
 Paraplagiolophus,5.0, Palaeotheriidae
 Lutzia,5.0, Diacodexeidae
 Paraplanops,5.0, Prepotheridae
 Periconodon huerzeleri,6.0, Periconodon
 Bibos,5.0, Bovidae
 Planops cylindricus,6.0, Planops
 Bootherium,5.0, Bovidae
 Arctotherium brasiliensis,6.0, Arctotherium
 Periconodon helleri,6.0, Periconodon
 Protocyon troglodytes,6.0, Protocyon
 Planops longirostratus,6.0, Planops
 Elaphe kormosi,6.0, Elaphe
 Prepotherium potens,6.0, Prepotherium
 Hatzegopteryx,5.0, Azhdarchidae
 Mirandatherium alipioi,6.0, Mirandatherium
 Planops obesus,6.0, Planops
 Antilospira,5.0, Bovidae
 Hatzegopteryx thambema,6.0, Hatzegopteryx
 Benicerus,5.0, Bovidae
 Tendaguripterus recki,6.0, Tendaguripterus
 Tendaguripterus,5.0, Tendaguripteridae
 Lonchognathosaurus acutirostris,6.0, Lonchognathosaurus
 Lonchognathosaurus,5.0, Dsungaripteridae
 Kayentachelys aprix,6.0, Kayentachelys
 Kayentachelyidae,4.0, Cryptodira
 Periconodon jaegeri,6.0, Periconodon
 Buxella prisca,6.0, Buxella
 Buxella magna,6.0, Buxella
 Microadapis sciureus,6.0, Microadapis
 Buxella,5.0, Cercamoniinae
 Europolemur klatti,6.0, Europolemur
 Damalavus,5.0, Bovidae
 Criotherium,5.0, Bovidae
 Scombrosphyraena,5.0, Perciformes
 Scombrosarda,5.0, Perciformes
 Noripterus complicidens,6.0, Noripterus
 Serranopsis,5.0, Serranidae
 Edentosuchus tienshanensis,6.0, Edentosuchus
 Cambayella,5.0, Bovidae
 Hexaprotodon garyam,6.0, Hexaprotodon
 Bucapra,5.0, Bovidae
 Numataphocoena,5.0, Phocoenidae
 Siganopygaeus,5.0, Perciformes
